source_player_id,canonical_player_identity,closure_status,evidence_basis
138530,jordan pickford,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
138534,raheem sterling,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
138546,ludwig augustinsson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1391111,jimi tauriainen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
13918,,REVIEW,verified player_identity_registry.csv + existing Player Research identity semantics
139227,kurt zouma,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1393939,roshaun mathurin,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1394097,stefan parkes,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1398550,dominic sadi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1398557,dominic ballard,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1399646,coby ebere,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1401702,ethan nwaneri,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1402709,genesis antwi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1402736,kiano dyer,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1402787,shumaira mheuka,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1403050,josh acheampong,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1403061,tyrique george,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1403063,zain silcott-duberry,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1403108,jayden danns,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1403111,lewis koumas,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1407484,samuel amo-ameyaw,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1409114,maldini kacurri,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1410178,jamaldeen jimoh,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1410201,jayden meghoma,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1410227,sam proctor,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1411034,jimi gower,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1411039,josh nichols,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1411132,julian eyestone,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1411668,isaac heath,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1413129,luc de fougerolles,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1415001,roman dixon,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
