grain,season,source_player_id,player_attachment_status,frl_player_identity_status,player_season_source_name
player_season,2020-21,220688,UNRESOLVED,,Mason Greenwood
player_season,2020-21,493250,UNRESOLVED,,Amad Diallo
player_season,2020-21,449434,UNRESOLVED,,Anthony Elanga
player_season,2020-21,472464,UNRESOLVED,,Shola Shoretire
player_season,2020-21,67089,UNRESOLVED,,Martin Dúbravka
player_season,2020-21,59735,UNRESOLVED,,Karl Darlow
player_season,2020-21,81441,UNRESOLVED,,Mark Gillespie
player_season,2020-21,432927,UNRESOLVED,,Daniel Langley
player_season,2020-21,58845,UNRESOLVED,,Ciaran Clark
player_season,2020-21,106618,UNRESOLVED,,Paul Dummett
player_season,2020-21,119471,UNRESOLVED,,Fabian Schär
player_season,2020-21,101148,UNRESOLVED,,Jamaal Lascelles
player_season,2020-21,194799,UNRESOLVED,,Jamal Lewis
player_season,2020-21,111773,UNRESOLVED,,Emil Krafth
player_season,2020-21,57145,UNRESOLVED,,Federico Fernández
player_season,2020-21,109528,UNRESOLVED,,Javier Manquillo
player_season,2020-21,223175,UNRESOLVED,,Matty Longstaff
player_season,2020-21,50232,UNRESOLVED,,Jonjo Shelvey
player_season,2020-21,56983,UNRESOLVED,,Matt Ritchie
player_season,2020-21,153127,UNRESOLVED,,Isaac Hayden
player_season,2020-21,83314,UNRESOLVED,,Jeff Hendrick
player_season,2020-21,90105,UNRESOLVED,,Ryan Fraser
player_season,2020-21,114243,UNRESOLVED,,Jacob Murphy
player_season,2020-21,179018,UNRESOLVED,,Miguel Almirón
player_season,2020-21,200089,UNRESOLVED,,Joe Willock
player_season,2020-21,180135,UNRESOLVED,,Sean Longstaff
player_season,2020-21,215379,UNRESOLVED,,Elliot Anderson
player_season,2020-21,40142,UNRESOLVED,,Andy Carroll
player_season,2020-21,180974,UNRESOLVED,,Joelinton
player_season,2020-21,170137,UNRESOLVED,,Allan Saint-Maximin
player_season,2020-21,104547,UNRESOLVED,,Dwight Gayle
player_season,2020-21,75115,UNRESOLVED,,Callum Wilson
player_season,2020-21,225321,UNRESOLVED,,Aaron Ramsdale
player_season,2020-21,82143,UNRESOLVED,,Wes Foderingham
player_season,2020-21,82691,UNRESOLVED,,George Baldock
player_season,2020-21,63426,UNRESOLVED,,Enda Stevens
player_season,2020-21,146610,UNRESOLVED,,Jack O'Connell
player_season,2020-21,40386,UNRESOLVED,,Chris Basham
player_season,2020-21,108416,UNRESOLVED,,John Egan
player_season,2020-21,155197,UNRESOLVED,,Max Lowe
player_season,2020-21,7645,UNRESOLVED,,Phil Jagielka
player_season,2020-21,83427,UNRESOLVED,,Jack Robinson
player_season,2020-21,226182,UNRESOLVED,,Jayden Bogle
player_season,2020-21,199598,UNRESOLVED,,Ethan Ampadu
player_season,2020-21,109638,UNRESOLVED,,Kean Bryan
player_season,2020-21,478449,UNRESOLVED,,Kyron Gordon
player_season,2020-21,235640,UNRESOLVED,,Harry Boyes
player_season,2020-21,47247,UNRESOLVED,,John Fleck
player_season,2020-21,153723,UNRESOLVED,,John Lundstram
player_season,2020-21,207189,UNRESOLVED,,Sander Berge
player_season,2020-21,197937,UNRESOLVED,,Oliver Burke
player_season,2020-21,79934,UNRESOLVED,,Oliver Norwood
player_season,2020-21,167878,UNRESOLVED,,Ben Osborn
player_season,2020-21,481371,UNRESOLVED,,Zak Brunt
player_season,2020-21,440993,UNRESOLVED,,Iliman Ndiaye
player_season,2020-21,531076,UNRESOLVED,,Frankie Maguire
player_season,2020-21,471848,UNRESOLVED,,Femi Seriki
player_season,2020-21,169432,UNRESOLVED,,Oliver McBurnie
player_season,2020-21,18867,UNRESOLVED,,Billy Sharp
player_season,2020-21,178304,UNRESOLVED,,Lys Mousset
player_season,2020-21,27436,UNRESOLVED,,David McGoldrick
player_season,2020-21,195473,UNRESOLVED,,Rhian Brewster
player_season,2020-21,487836,UNRESOLVED,,Antwoine Hackford
player_season,2020-21,523700,UNRESOLVED,,Daniel Jebbison
player_season,2020-21,538207,UNRESOLVED,,William Osula
player_season,2020-21,58376,UNRESOLVED,,Alex McCarthy
player_season,2020-21,198044,UNRESOLVED,,Harry Lewis
player_season,2020-21,40383,UNRESOLVED,,Fraser Forster
