season,canonical_fixture_id,source_match_id,source_pulse_fixture_id,expected_goal_count,observed_goal_count,goal_count_match,source_event_id,source_event_type,source_event_seconds,source_event_time_label,source_event_text,source_scorer_name,source_scorer_team,source_scorer_id,source_assist_ids,source_fixture_home,source_fixture_away,source_fixture_home_score,source_fixture_away_score,source_url,retrieved_at_utc
2016-17,267,855438,14306,5,5,true,189008,goal,5506,90+2,"Goal!  Tottenham Hotspur 3, Everton 1. Dele Alli (Tottenham Hotspur) right footed shot from the centre of the box to the bottom right corner. Assisted by Harry Winks with a through ball   following a set piece situation.",Dele Alli,Tottenham Hotspur,9167,7488,,,3,2,https://footballapi.pulselive.com/football/fixtures/14306/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:22.259070Z
2016-17,267,855438,14306,5,5,true,188989,goal,4801,81,"Goal!  Tottenham Hotspur 2, Everton 1. Romelu Lukaku (Everton) right footed shot from the right side of the box to the bottom left corner. Assisted by Kevin Mirallas.",Romelu Lukaku,Everton,4290,4507,,,3,2,https://footballapi.pulselive.com/football/fixtures/14306/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:22.259070Z
2016-17,267,855438,14306,5,5,true,188956,goal,3342,56,"Goal!  Tottenham Hotspur 2, Everton 0. Harry Kane (Tottenham Hotspur) right footed shot from the left side of the box to the centre of the goal. Assisted by Dele Alli.",Harry Kane,Tottenham Hotspur,3960,9167,,,3,2,https://footballapi.pulselive.com/football/fixtures/14306/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:22.259070Z
2016-17,267,855438,14306,5,5,true,188923,goal,1161,20,"Goal!  Tottenham Hotspur 1, Everton 0. Harry Kane (Tottenham Hotspur) right footed shot from outside the box to the bottom left corner. Assisted by Ben Davies.",Harry Kane,Tottenham Hotspur,3960,4408,,,3,2,https://footballapi.pulselive.com/football/fixtures/14306/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:22.259070Z
2016-17,268,855439,14307,7,7,true,188788,goal,5607,90+4,"Goal!  Watford 3, Southampton 4. Abdoulaye Doucouré (Watford) right footed shot from very close range to the bottom left corner. Assisted by Miguel Britos with a headed pass   following a set piece situation.",Abdoulaye Doucouré,Watford,13823,5668,,,3,4,https://footballapi.pulselive.com/football/fixtures/14307/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:23.235975Z
2016-17,268,855439,14307,7,7,true,188741,goal,5142,86,"Goal!  Watford 2, Southampton 4. Nathan Redmond (Southampton) right footed shot from the left side of the box to the high centre of the goal. Assisted by Dusan Tadic.",Nathan Redmond,Southampton,3811,10498,,,3,4,https://footballapi.pulselive.com/football/fixtures/14307/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:23.235975Z
2016-17,268,855439,14307,7,7,true,188724,goal,4978,83,"Goal!  Watford 2, Southampton 3. Manolo Gabbiadini (Southampton) left footed shot from the centre of the box to the centre of the goal.",Manolo Gabbiadini,Southampton,12639,,,,3,4,https://footballapi.pulselive.com/football/fixtures/14307/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:23.235975Z
2016-17,268,855439,14307,7,7,true,188700,goal,4735,79,"Goal!  Watford 2, Southampton 2. Stefano Okaka (Watford) right footed shot from the centre of the box to the bottom left corner. Assisted by Isaac Success with a cross.",Stefano Okaka,Watford,3889,19618,,,3,4,https://footballapi.pulselive.com/football/fixtures/14307/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:23.235975Z
2016-17,268,855439,14307,7,7,true,188491,goal,2774,45+2,"Goal!  Watford 1, Southampton 2. Nathan Redmond (Southampton) right footed shot from the right side of the box to the bottom left corner. Assisted by Dusan Tadic.",Nathan Redmond,Southampton,3811,10498,,,3,4,https://footballapi.pulselive.com/football/fixtures/14307/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:23.235975Z
2016-17,268,855439,14307,7,7,true,188391,goal,1624,28,"Goal!  Watford 1, Southampton 1. Dusan Tadic (Southampton) left footed shot from the left side of the box to the bottom right corner.",Dusan Tadic,Southampton,10498,,,,3,4,https://footballapi.pulselive.com/football/fixtures/14307/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:23.235975Z
2016-17,268,855439,14307,7,7,true,188276,goal,201,04,"Goal!  Watford 1, Southampton 0. Troy Deeney (Watford) left footed shot from the centre of the box to the bottom left corner.",Troy Deeney,Watford,9947,,,,3,4,https://footballapi.pulselive.com/football/fixtures/14307/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:23.235975Z
2016-17,269,855440,14308,2,2,true,188717,goal,5004,84,"Goal!  West Bromwich Albion 0, Crystal Palace 2. Andros Townsend (Crystal Palace) left footed shot from the left side of the box to the bottom left corner.",Andros Townsend,Crystal Palace,3724,,,,0,2,https://footballapi.pulselive.com/football/fixtures/14308/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:24.876725Z
2016-17,269,855440,14308,2,2,true,188547,goal,3258,55,"Goal!  West Bromwich Albion 0, Crystal Palace 1. Wilfried Zaha (Crystal Palace) left footed shot from the left side of the box to the bottom right corner. Assisted by Yohan Cabaye.",Wilfried Zaha,Crystal Palace,4539,4341,,,0,2,https://footballapi.pulselive.com/football/fixtures/14308/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:24.876725Z
2016-17,270,855441,14309,3,3,true,189194,goal,5511,90+2,"Goal!  West Ham United 1, Chelsea 2. Manuel Lanzini (West Ham United) right footed shot from the centre of the box to the bottom left corner. Assisted by André Ayew.",Manuel Lanzini,West Ham United,13872,5594,,,1,2,https://footballapi.pulselive.com/football/fixtures/14309/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:25.855894Z
2016-17,270,855441,14309,3,3,true,189158,goal,2975,50,"Goal!  West Ham United 0, Chelsea 2. Diego Costa (Chelsea) right footed shot from very close range to the centre of the goal    following a corner.",Diego Costa,Chelsea,4941,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14309/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:25.855894Z
2016-17,270,855441,14309,3,3,true,189138,goal,1494,25,"Goal!  West Ham United 0, Chelsea 1. Eden Hazard (Chelsea) right footed shot from the centre of the box to the bottom right corner. Assisted by Pedro with a through ball   following a fast break.",Eden Hazard,Chelsea,4503,4972,,,1,2,https://footballapi.pulselive.com/football/fixtures/14309/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:25.855894Z
2016-17,272,855442,14311,5,5,true,191195,goal,5384,90,"Goal!  Bournemouth 3, West Ham United 2. Joshua King (Bournemouth) right footed shot from the centre of the box to the top right corner.",Joshua King,Bournemouth,3926,,,,3,2,https://footballapi.pulselive.com/football/fixtures/14311/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.005681Z
2016-17,272,855442,14311,5,5,true,191164,goal,4926,83,"Goal!  Bournemouth 2, West Ham United 2. André Ayew (West Ham United) left footed shot from the centre of the box to the centre of the goal. Assisted by Sam Byram.",André Ayew,West Ham United,5594,8945,,,3,2,https://footballapi.pulselive.com/football/fixtures/14311/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.005681Z
2016-17,272,855442,14311,5,5,true,191040,goal,2840,48,"Goal!  Bournemouth 2, West Ham United 1. Joshua King (Bournemouth) left footed shot from the centre of the box to the bottom left corner. Assisted by Benik Afobe   following a set piece situation.",Joshua King,Bournemouth,3926,4040,,,3,2,https://footballapi.pulselive.com/football/fixtures/14311/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.005681Z
2016-17,272,855442,14311,5,5,true,190970,goal,1826,31,"Goal!  Bournemouth 1, West Ham United 1. Joshua King (Bournemouth) left footed shot from the centre of the box to the bottom right corner.",Joshua King,Bournemouth,3926,,,,3,2,https://footballapi.pulselive.com/football/fixtures/14311/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.005681Z
2016-17,272,855442,14311,5,5,true,190904,goal,567,10,"Goal!  Bournemouth 0, West Ham United 1. Michail Antonio (West Ham United) left footed shot from the centre of the box to the bottom right corner. Assisted by Sofiane Feghouli.",Michail Antonio,West Ham United,9595,7564,,,3,2,https://footballapi.pulselive.com/football/fixtures/14311/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.005681Z
2016-17,273,855445,14313,7,7,true,206653,goal,5260,88,"Goal!  Chelsea 4, Watford 3. Cesc Fàbregas (Chelsea) right footed shot from the centre of the box to the bottom left corner. Assisted by Willian.",Cesc Fàbregas,Chelsea,2417,4748,,,4,3,https://footballapi.pulselive.com/football/fixtures/14313/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.912369Z
2016-17,273,855445,14313,7,7,true,206634,goal,4414,74,"Goal!  Chelsea 3, Watford 3. Stefano Okaka (Watford) right footed shot from the centre of the box to the centre of the goal.",Stefano Okaka,Watford,3889,,,,4,3,https://footballapi.pulselive.com/football/fixtures/14313/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.912369Z
2016-17,273,855445,14313,7,7,true,206613,goal,3025,51,"Goal!  Chelsea 3, Watford 2. Daryl Janmaat (Watford) right footed shot from the centre of the box to the bottom right corner.",Daryl Janmaat,Watford,10480,,,,4,3,https://footballapi.pulselive.com/football/fixtures/14313/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.912369Z
2016-17,273,855445,14313,7,7,true,206611,goal,2905,49,"Goal!  Chelsea 3, Watford 1. Michy Batshuayi (Chelsea) left footed shot from the centre of the box to the bottom right corner. Assisted by Nathan Aké   following a corner.",Michy Batshuayi,Chelsea,7450,4499,,,4,3,https://footballapi.pulselive.com/football/fixtures/14313/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.912369Z
2016-17,273,855445,14313,7,7,true,206593,goal,2113,36,"Goal!  Chelsea 2, Watford 1. César Azpilicueta (Chelsea) right footed shot from the centre of the box to the bottom left corner    following a corner.",César Azpilicueta,Chelsea,4496,,,,4,3,https://footballapi.pulselive.com/football/fixtures/14313/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.912369Z
2016-17,273,855445,14313,7,7,true,206577,goal,1383,24,"Goal!  Chelsea 1, Watford 1. Etienne Capoue (Watford) header from the centre of the box to the bottom right corner.",Etienne Capoue,Watford,4843,,,,4,3,https://footballapi.pulselive.com/football/fixtures/14313/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.912369Z
2016-17,273,855445,14313,7,7,true,206576,goal,1287,22,"Goal!  Chelsea 1, Watford 0. John Terry (Chelsea) left footed shot from very close range to the top left corner. Assisted by Kurt Zouma   following a corner.",John Terry,Chelsea,1353,5175,,,4,3,https://footballapi.pulselive.com/football/fixtures/14313/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:28.912369Z
2016-17,274,855446,14314,1,1,true,201933,goal,4663,78,"Goal!  Crystal Palace 0, Tottenham Hotspur 1. Christian Eriksen (Tottenham Hotspur) right footed shot from outside the box to the bottom left corner. Assisted by Harry Kane.",Christian Eriksen,Tottenham Hotspur,4845,3960,,,0,1,https://footballapi.pulselive.com/football/fixtures/14314/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:29.878854Z
2016-17,275,855447,14315,3,3,true,191167,goal,4904,82,"Goal!  Everton 3, West Bromwich Albion 0. Romelu Lukaku (Everton) header from very close range to the bottom left corner. Assisted by Ross Barkley with a cross.",Romelu Lukaku,Everton,4290,4115,,,3,0,https://footballapi.pulselive.com/football/fixtures/14315/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:31.126655Z
2016-17,275,855447,14315,3,3,true,191020,goal,2700,45+1,"Goal!  Everton 2, West Bromwich Albion 0. Morgan Schneiderlin (Everton) right footed shot from the centre of the box to the bottom left corner. Assisted by Romelu Lukaku.",Morgan Schneiderlin,Everton,4615,4290,,,3,0,https://footballapi.pulselive.com/football/fixtures/14315/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:31.126655Z
2016-17,275,855447,14315,3,3,true,190993,goal,2323,39,"Goal!  Everton 1, West Bromwich Albion 0. Kevin Mirallas (Everton) right footed shot from the centre of the box to the bottom right corner.",Kevin Mirallas,Everton,4507,,,,3,0,https://footballapi.pulselive.com/football/fixtures/14315/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:31.126655Z
2016-17,276,855448,14316,3,3,true,191214,goal,5449,90+1,"Goal!  Hull City 2, Swansea City 1. Alfie Mawson (Swansea City) header from the centre of the box to the bottom right corner. Assisted by Gylfi Sigurdsson with a cross   following a set piece situation.",Alfie Mawson,Swansea City,9960,4421,,,2,1,https://footballapi.pulselive.com/football/fixtures/14316/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:32.303704Z
2016-17,276,855448,14316,3,3,true,191154,goal,4654,78,"Goal!  Hull City 2, Swansea City 0. Oumar Niasse (Hull City) right footed shot from the centre of the box to the centre of the goal. Assisted by Ahmed El Mohamady.",Oumar Niasse,Hull City,13390,4183,,,2,1,https://footballapi.pulselive.com/football/fixtures/14316/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:32.303704Z
2016-17,276,855448,14316,3,3,true,191115,goal,4139,69,"Goal!  Hull City 1, Swansea City 0. Oumar Niasse (Hull City) right footed shot from the centre of the box to the bottom right corner. Assisted by Abel Hernández with a through ball   following a fast break.",Oumar Niasse,Hull City,13390,10460,,,2,1,https://footballapi.pulselive.com/football/fixtures/14316/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:32.303704Z
2016-17,278,855450,14318,1,1,true,201657,goal,480,09,"Goal!  Middlesbrough 1, Sunderland 0. Marten de Roon (Middlesbrough) right footed shot from the centre of the box to the centre of the goal. Assisted by Adam Clayton with a through ball.",Marten de Roon,Middlesbrough,19621,3658,,,1,0,https://footballapi.pulselive.com/football/fixtures/14318/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:33.549552Z
2016-17,280,855183,14051,3,3,true,191506,goal,3626,61,"Goal!  Liverpool 2, Burnley 1. Emre Can (Liverpool) right footed shot from outside the box to the bottom right corner. Assisted by Divock Origi.",Emre Can,Liverpool,5001,10465,,,2,1,https://footballapi.pulselive.com/football/fixtures/14051/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:34.386995Z
2016-17,280,855183,14051,3,3,true,191484,goal,2743,45+1,"Goal!  Liverpool 1, Burnley 1. Georginio Wijnaldum (Liverpool) right footed shot from the centre of the box to the centre of the goal.",Georginio Wijnaldum,Liverpool,7114,,,,2,1,https://footballapi.pulselive.com/football/fixtures/14051/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:34.386995Z
2016-17,280,855183,14051,3,3,true,191439,goal,414,07,"Goal!  Liverpool 0, Burnley 1. Ashley Barnes (Burnley) right footed shot from the centre of the box to the bottom left corner. Assisted by Matthew Lowton with a through ball.",Ashley Barnes,Burnley,8246,4487,,,2,1,https://footballapi.pulselive.com/football/fixtures/14051/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:34.386995Z
2016-17,281,855452,14320,2,1,false,193761,goal,4262,72,"Goal!  Bournemouth 2, Swansea City 0. Benik Afobe (Bournemouth) right footed shot from the centre of the box to the bottom left corner. Assisted by Joshua King.",Benik Afobe,Bournemouth,4040,3926,,,2,0,https://footballapi.pulselive.com/football/fixtures/14320/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:36.103583Z
2016-17,283,855454,14322,4,4,true,193664,goal,5609,90+4,"Goal!  Everton 4, Hull City 0. Romelu Lukaku (Everton) right footed shot from the centre of the box to the centre of the goal.",Romelu Lukaku,Everton,4290,,,,4,0,https://footballapi.pulselive.com/football/fixtures/14322/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:38.707816Z
2016-17,283,855454,14322,4,4,true,193638,goal,5403,90+1,"Goal!  Everton 3, Hull City 0. Romelu Lukaku (Everton) left footed shot from the centre of the box to the bottom right corner. Assisted by Enner Valencia with a through ball.",Romelu Lukaku,Everton,4290,10541,,,4,0,https://footballapi.pulselive.com/football/fixtures/14322/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:38.707816Z
2016-17,283,855454,14322,4,4,true,193557,goal,4678,78,"Goal!  Everton 2, Hull City 0. Enner Valencia (Everton) left footed shot from the centre of the box to the bottom left corner. Assisted by Romelu Lukaku with a through ball.",Enner Valencia,Everton,10541,4290,,,4,0,https://footballapi.pulselive.com/football/fixtures/14322/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:38.707816Z
2016-17,283,855454,14322,4,4,true,193209,goal,482,09,"Goal!  Everton 1, Hull City 0. Dominic Calvert-Lewin (Everton) right footed shot from the centre of the box to the bottom left corner. Assisted by Tom Davies.",Dominic Calvert-Lewin,Everton,9576,13389,,,4,0,https://footballapi.pulselive.com/football/fixtures/14322/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:38.707816Z
2016-17,284,855455,14323,2,2,true,194069,goal,4106,69,"Goal!  Manchester City 1, Liverpool 1. Sergio Agüero (Manchester City) right footed shot from the centre of the box to the bottom left corner. Assisted by Kevin De Bruyne with a cross.",Sergio Agüero,Manchester City,4328,4288,,,1,1,https://footballapi.pulselive.com/football/fixtures/14323/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:40.548849Z
2016-17,284,855455,14323,2,2,true,194054,penalty goal,3020,51,"Goal!  Manchester City 0, Liverpool 1. James Milner (Liverpool) converts the penalty with a right footed shot to the bottom left corner.",James Milner,Liverpool,2100,,,,1,1,https://footballapi.pulselive.com/football/fixtures/14323/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:40.548849Z
2016-17,285,855456,14324,4,4,true,193866,goal,5529,90+3,"Goal!  Middlesbrough 1, Manchester United 3. Antonio Valencia (Manchester United) right footed shot from very close range to the bottom left corner.",Antonio Valencia,Manchester United,3285,,,,1,3,https://footballapi.pulselive.com/football/fixtures/14324/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:41.411394Z
2016-17,285,855456,14324,4,4,true,193847,goal,4597,77,"Goal!  Middlesbrough 1, Manchester United 2. Rudy Gestede (Middlesbrough) right footed shot from the centre of the box to the centre of the goal.",Rudy Gestede,Middlesbrough,4740,,,,1,3,https://footballapi.pulselive.com/football/fixtures/14324/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:41.411394Z
2016-17,285,855456,14324,4,4,true,193836,goal,3711,62,"Goal!  Middlesbrough 0, Manchester United 2. Jesse Lingard (Manchester United) right footed shot from outside the box to the top right corner. Assisted by Juan Mata   following a fast break.",Jesse Lingard,Manchester United,4337,4287,,,1,3,https://footballapi.pulselive.com/football/fixtures/14324/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:41.411394Z
2016-17,285,855456,14324,4,4,true,193801,goal,1764,30,"Goal!  Middlesbrough 0, Manchester United 1. Marouane Fellaini (Manchester United) header from the right side of the six yard box to the top right corner. Assisted by Ashley Young with a cross.",Marouane Fellaini,Manchester United,3604,3062,,,1,3,https://footballapi.pulselive.com/football/fixtures/14324/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:41.411394Z
2016-17,286,855457,14325,3,3,true,193636,goal,5169,87,"Goal!  Stoke City 1, Chelsea 2. Gary Cahill (Chelsea) right footed shot from the centre of the box to the top left corner    following a corner.",Gary Cahill,Chelsea,2620,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14325/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:42.643010Z
2016-17,286,855457,14325,3,3,true,193345,penalty goal,2239,38,"Goal!  Stoke City 1, Chelsea 1. Jonathan Walters (Stoke City) converts the penalty with a right footed shot to the top left corner.",Jonathan Walters,Stoke City,2047,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14325/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:42.643010Z
2016-17,286,855457,14325,3,3,true,193231,goal,768,13,"Goal!  Stoke City 0, Chelsea 1. Willian (Chelsea) from a free kick with a right footed shot to the bottom left corner.",Willian,Chelsea,4748,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14325/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:42.643010Z
2016-17,288,855459,14327,3,3,true,193932,goal,3065,52,"Goal!  Tottenham Hotspur 2, Southampton 1. James Ward-Prowse (Southampton) left footed shot from the centre of the box to the bottom right corner. Assisted by Ryan Bertrand with a cross.",James Ward-Prowse,Southampton,4617,2886,,,2,1,https://footballapi.pulselive.com/football/fixtures/14327/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:44.279601Z
2016-17,288,855459,14327,3,3,true,193906,penalty goal,1955,33,"Goal!  Tottenham Hotspur 2, Southampton 0. Dele Alli (Tottenham Hotspur) converts the penalty with a right footed shot to the centre of the goal.",Dele Alli,Tottenham Hotspur,9167,,,,2,1,https://footballapi.pulselive.com/football/fixtures/14327/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:44.279601Z
2016-17,288,855459,14327,3,3,true,193883,goal,793,14,"Goal!  Tottenham Hotspur 1, Southampton 0. Christian Eriksen (Tottenham Hotspur) left footed shot from outside the box to the bottom left corner. Assisted by Mousa Dembélé.",Christian Eriksen,Tottenham Hotspur,4845,4123,,,2,1,https://footballapi.pulselive.com/football/fixtures/14327/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:44.279601Z
2016-17,289,855460,14328,4,4,true,193158,goal,4474,75,"Goal!  West Bromwich Albion 3, Arsenal 1. Craig Dawson (West Bromwich Albion) header from very close range to the high centre of the goal. Assisted by James McClean with a cross   following a corner.",Craig Dawson,West Bromwich Albion,4198,4395,,,3,1,https://footballapi.pulselive.com/football/fixtures/14328/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:45.136013Z
2016-17,289,855460,14328,4,4,true,193141,goal,3298,55,"Goal!  West Bromwich Albion 2, Arsenal 1. Hal Robson-Kanu (West Bromwich Albion) left footed shot from the centre of the box to the centre of the goal.",Hal Robson-Kanu,West Bromwich Albion,3484,,,,3,1,https://footballapi.pulselive.com/football/fixtures/14328/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:45.136013Z
2016-17,289,855460,14328,4,4,true,193103,goal,872,15,"Goal!  West Bromwich Albion 1, Arsenal 1. Alexis Sánchez (Arsenal) right footed shot from the centre of the box to the top left corner. Assisted by Granit Xhaka.",Alexis Sánchez,Arsenal,4973,12136,,,3,1,https://footballapi.pulselive.com/football/fixtures/14328/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:45.136013Z
2016-17,289,855460,14328,4,4,true,193102,goal,707,12,"Goal!  West Bromwich Albion 1, Arsenal 0. Craig Dawson (West Bromwich Albion) header from very close range to the bottom right corner. Assisted by Nacer Chadli with a cross   following a corner.",Craig Dawson,West Bromwich Albion,4198,4844,,,3,1,https://footballapi.pulselive.com/football/fixtures/14328/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:45.136013Z
2016-17,290,855461,14329,5,5,true,193482,goal,3738,63,"Goal!  West Ham United 2, Leicester City 3. André Ayew (West Ham United) header from very close range to the top right corner. Assisted by Andy Carroll with a headed pass   following a corner.",André Ayew,West Ham United,5594,3175,,,2,3,https://footballapi.pulselive.com/football/fixtures/14329/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:46.111525Z
2016-17,290,855461,14329,5,5,true,193356,goal,2280,39,"Goal!  West Ham United 1, Leicester City 3. Jamie Vardy (Leicester City) left footed shot from very close range to the top left corner. Assisted by Wilfred Ndidi   following a corner.",Jamie Vardy,Leicester City,8979,20479,,,2,3,https://footballapi.pulselive.com/football/fixtures/14329/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:46.111525Z
2016-17,290,855461,14329,5,5,true,193264,goal,1191,20,"Goal!  West Ham United 1, Leicester City 2. Manuel Lanzini (West Ham United) from a free kick with a right footed shot to the top left corner.",Manuel Lanzini,West Ham United,13872,,,,2,3,https://footballapi.pulselive.com/football/fixtures/14329/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:46.111525Z
2016-17,290,855461,14329,5,5,true,193205,goal,409,07,"Goal!  West Ham United 0, Leicester City 2. Robert Huth (Leicester City) header from the centre of the box to the centre of the goal. Assisted by Marc Albrighton with a through ball   following a set piece situation.",Robert Huth,Leicester City,2053,3564,,,2,3,https://footballapi.pulselive.com/football/fixtures/14329/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:46.111525Z
2016-17,290,855461,14329,5,5,true,193195,goal,263,05,"Goal!  West Ham United 0, Leicester City 1. Riyad Mahrez (Leicester City) left footed shot from outside the box to the centre of the goal. Assisted by Jamie Vardy.",Riyad Mahrez,Leicester City,8983,8979,,,2,3,https://footballapi.pulselive.com/football/fixtures/14329/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:46.111525Z
2016-17,291,855462,14330,4,4,true,195265,goal,3173,53,"Goal!  Arsenal 2, Manchester City 2. Shkodran Mustafi (Arsenal) header from the centre of the box to the bottom right corner. Assisted by Mesut Özil with a cross   following a corner.",Shkodran Mustafi,Arsenal,3869,4714,,,2,2,https://footballapi.pulselive.com/football/fixtures/14330/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:47.236426Z
2016-17,291,855462,14330,4,4,true,195247,goal,2481,42,"Goal!  Arsenal 1, Manchester City 2. Sergio Agüero (Manchester City) right footed shot from a difficult angle on the right to the bottom left corner. Assisted by David Silva.",Sergio Agüero,Manchester City,4328,4145,,,2,2,https://footballapi.pulselive.com/football/fixtures/14330/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:47.236426Z
2016-17,291,855462,14330,4,4,true,195246,goal,2350,40,"Goal!  Arsenal 1, Manchester City 1. Theo Walcott (Arsenal) right footed shot from the centre of the box to the bottom left corner. Assisted by Shkodran Mustafi with a headed pass   following a corner.",Theo Walcott,Arsenal,2839,3869,,,2,2,https://footballapi.pulselive.com/football/fixtures/14330/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:47.236426Z
2016-17,291,855462,14330,4,4,true,195205,goal,262,05,"Goal!  Arsenal 0, Manchester City 1. Leroy Sané (Manchester City) left footed shot from the left side of the box to the bottom right corner. Assisted by Kevin De Bruyne with a through ball.",Leroy Sané,Manchester City,5384,4288,,,2,2,https://footballapi.pulselive.com/football/fixtures/14330/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:47.236426Z
2016-17,292,855463,14331,2,2,true,194818,goal,4608,77,"Goal!  Burnley 0, Tottenham Hotspur 2. Son Heung-Min (Tottenham Hotspur) left footed shot from the left side of the six yard box to the bottom left corner. Assisted by Dele Alli.",Son Heung-Min,Tottenham Hotspur,4999,9167,,,0,2,https://footballapi.pulselive.com/football/fixtures/14331/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:48.312708Z
2016-17,292,855463,14331,2,2,true,194742,goal,3950,66,"Goal!  Burnley 0, Tottenham Hotspur 1. Eric Dier (Tottenham Hotspur) right footed shot from the centre of the box to the top right corner    following a corner.",Eric Dier,Tottenham Hotspur,4112,,,,0,2,https://footballapi.pulselive.com/football/fixtures/14331/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:48.312708Z
2016-17,293,855464,14332,3,3,true,194273,goal,620,11,"Goal!  Chelsea 1, Crystal Palace 2. Christian Benteke (Crystal Palace) right footed shot from the centre of the box to the bottom left corner. Assisted by Wilfried Zaha.",Christian Benteke,Crystal Palace,4492,4539,,,1,2,https://footballapi.pulselive.com/football/fixtures/14332/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:12:50.261507Z
