source_surface,resource,original_grain,field_name,field_type,decomposed_grain,decomposition_basis,notes,review_status,resolution,evidence_required,resolved_grain,resolution_status,resolution_basis,upstream_matches
fpl,bootstrap-static.json,sample_payload,chips[].stop_event,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,phase,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,phase
fpl,bootstrap-static.json,sample_payload,events,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,events[].average_entry_score,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].can_enter,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].can_manage,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].chip_plays,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].chip_plays[].chip_name,str,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,events[].chip_plays[].num_played,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,events[].cup_leagues_created,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].data_checked,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].deadline_time,str,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].deadline_time_epoch,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].deadline_time_game_offset,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].finished,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].h2h_ko_matches_created,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].highest_score,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].highest_scoring_entry,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].id,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].is_current,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].is_next,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].is_previous,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].most_captained,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].most_selected,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].most_transferred_in,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].most_vice_captained,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].name,str,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].overrides,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].overrides.pick_multiplier,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,events[].overrides.rules,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,events[].overrides.scoring,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,events[].ranked_count,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].release_time,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].released,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,events[].transfers_made,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,gameweek,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,gameweek
fpl,bootstrap-static.json,sample_payload,game_config,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.rules,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.rules.cup_qualifying_method,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.cup_start_event_id,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.cup_stop_event_id,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.cup_type,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.featured_entries,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_h2h_tiebreak_stats,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_join_private_max,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_join_public_max,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_ko_first_instead_of_random,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_max_ko_rounds_private_h2h,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_max_size_private_h2h,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_max_size_public_classic,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_max_size_public_h2h,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_points_h2h_draw,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_points_h2h_lose,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_points_h2h_win,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.league_prefix_public,str,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.max_extra_free_transfers,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.percentile_ranks,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.squad_special_max,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.squad_special_min,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.squad_squadplay,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.squad_squadsize,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.squad_total_spend,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.stats_form_days,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.sys_vice_captain_enabled,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.transfers_cap,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.transfers_sell_on_fee,float,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.ui_currency_multiplier,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.ui_special_shirt_exclusions,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.ui_use_special_shirts,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.rules.underdog_differential,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_config.scoring,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.assists,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.bonus,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.bps,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.clean_sheets,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.clean_sheets.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.clean_sheets.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.clean_sheets.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.clean_sheets.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.clearances_blocks_interceptions,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.creativity,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.defensive_contribution,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.defensive_contribution.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.defensive_contribution.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.defensive_contribution.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
