field_name,source_surface,resource,grain,field_type,semantic_status,relationship_kind,identity_contract,source_identity_required,player_attachment_status,fixture_attachment_status,team_attachment_status,matrix_attachment_status,coverage_player_status,coverage_fixture_status,coverage_club_status,attachment_basis,provenance_requirement,target_entity,route_family,route_evidence_status,route_propagation_status,player_route_verification,player_route_evidence_basis,fixture_route_verification,fixture_route_evidence_basis,team_route_verification,team_route_evidence_basis
elements[].opta_code,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].opta_code,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].own_goals,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].own_goals,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].own_goals,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_missed,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_missed,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_missed,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_order,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_order,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_order,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_saved,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_saved,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_saved,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_text,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_text,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].penalties_text,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].photo,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].photo,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].photo,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game_rank,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game_rank,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game_rank,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game_rank_type,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game_rank_type,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].points_per_game_rank_type,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_calibrating,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_calibrating,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_calibrating,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_hourly_rate,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_hourly_rate,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_hourly_rate,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_locked_until,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_locked_until,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_locked_until,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].likelihood,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].likelihood,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].likelihood,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].offset,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].offset,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].offset,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].projected_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].projected_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,FIXTURE,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].price_change_projections[].projected_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,TEAM,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
elements[].recoveries,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,PLAYER,NONE,NOT_APPLICABLE,NOT_STRUCTURALLY_APPLICABLE,NOT_APPLICABLE,grain/contract not player-compatible,NOT_APPLICABLE,grain/contract not fixture-compatible,NOT_APPLICABLE,grain/contract not team-compatible
