grain,season,fixture_id,source_player_id,team_season_id,persistent_team_code,original_status,crossseason_fpl_candidates,crossseason_status
player_match,2016-17,8,352770,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,793228,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,2921,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,10122,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,10406,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,17054,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,22126,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,39480,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,42694,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,43215,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,51501,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,119159,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,138156,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,143697,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,180011,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,190399,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,217704,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,229740,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,280835,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,795064,2016-17:110,110,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,8994,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,11803,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,13159,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,14695,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,15152,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,16590,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,19343,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,21501,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,39121,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,42707,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,44566,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,9,98437,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
