season,source_player_id,forward_passes
2017-18,182156,142.0
2017-18,182436,
2017-18,184667,245.0
2017-18,185431,
2017-18,185478,
2017-18,192290,43.0
2017-18,192301,
2017-18,194164,262.0
2017-18,195384,294.0
2017-18,195851,104.0
2017-18,195855,27.0
2017-18,195859,
2017-18,195864,71.0
2017-18,197365,144.0
2017-18,197469,64.0
2017-18,197937,27.0
2017-18,198501,
2017-18,198504,
2017-18,199404,
2017-18,199583,
2017-18,199598,5.0
2017-18,199806,
2017-18,200089,9.0
2017-18,200370,
2017-18,200641,16.0
2017-18,200884,5.0
2017-18,201084,301.0
2017-18,201666,1.0
2017-18,203341,581.0
2017-18,204480,258.0
2017-18,205102,117.0
2017-18,205533,1.0
2017-18,205651,88.0
2017-18,206325,170.0
2017-18,206915,
2017-18,209043,
2017-18,209046,4.0
2017-18,209212,82.0
2017-18,209244,8.0
2017-18,209413,
2017-18,209420,
2017-18,210207,55.0
2017-18,210237,7.0
2017-18,212319,257.0
2017-18,214590,114.0
2017-18,216058,
2017-18,216183,3.0
2017-18,216554,
2017-18,217989,
2017-18,218112,
2017-18,219002,2.0
2017-18,220598,
2017-18,220693,
2017-18,220738,
2017-18,221245,1.0
2017-18,222018,
2017-18,222434,1.0
2017-18,226029,27.0
2017-18,232398,
2017-18,232423,
2017-18,232427,2.0
2017-18,233963,44.0
2017-18,234483,
2017-18,234908,
2017-18,246878,41.0
2017-18,247286,
2017-18,431774,
2017-18,432705,
2017-18,433154,
2018-19,3773,12.0
2018-19,6744,
2018-19,7645,75.0
2018-19,9089,1054.0
2018-19,10318,
2018-19,10589,
2018-19,11334,126.0
2018-19,11352,236.0
2018-19,11554,31.0
2018-19,12745,66.0
2018-19,15033,329.0
2018-19,15149,307.0
2018-19,15157,483.0
2018-19,15237,240.0
2018-19,15749,526.0
2018-19,17339,20.0
2018-19,17349,63.0
2018-19,17476,358.0
2018-19,17745,734.0
2018-19,17761,556.0
2018-19,17997,260.0
2018-19,18073,444.0
2018-19,18656,
2018-19,18726,211.0
2018-19,18892,583.0
2018-19,18987,292.0
2018-19,19188,140.0
2018-19,19197,79.0
2018-19,19236,15.0
2018-19,19419,13.0
2018-19,19520,104.0
2018-19,19523,289.0
2018-19,19624,559.0
2018-19,19760,43.0
2018-19,20037,
2018-19,20046,3.0
2018-19,20066,390.0
2018-19,20145,376.0
2018-19,20310,27.0
2018-19,20452,69.0
2018-19,20467,169.0
2018-19,20529,216.0
2018-19,20658,376.0
2018-19,20664,505.0
2018-19,20695,82.0
2018-19,21205,491.0
2018-19,27335,184.0
2018-19,27698,
2018-19,27789,583.0
2018-19,28147,218.0
2018-19,28554,31.0
2018-19,33148,
2018-19,37096,880.0
2018-19,37265,88.0
2018-19,37402,45.0
2018-19,37572,133.0
2018-19,37605,303.0
2018-19,37642,376.0
2018-19,37915,539.0
2018-19,38038,167.0
2018-19,38290,381.0
2018-19,38411,428.0
2018-19,38439,538.0
