source_surface,grain,season,field_name,representative_path,fetch_error
PL_PULSELIVE_HISTORICAL,team_match,2018-19,ptsGainedLosingPos,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,punches,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,putThrough,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,redCard,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,redCardsAgainst,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,redCardsFor,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,result,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,rightsidePass,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,savedIbox,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,savedObox,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,saves,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,secondYellow,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,shieldBallOop,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,shotFastbreak,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,shotOffTarget,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,sixYardBlock,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,subsGoals,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,subsMade,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,successfulFinalThirdPasses,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,successfulOpenPlayPass,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,successfulPutThrough,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,team,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,team_id,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalAttAssist,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalBackZonePass,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalChippedPass,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalClearance,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalContest,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalCornersIntobox,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalCross,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalCrossNocorner,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2018-19,totalFastbreak,pl_stats/Arsenal_3/events_stats/2018-19_events_stats.csv,
