"research_family","subclass","source_surface","resource","grain","field_name","field_type","semantic_status","canonical_attachment","relationship_kind","identity_contract","source_identity_required","notes"
"FPL","FPL Review","fpl","element","sample_payload","history_past[].clearances_blocks_interceptions","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].creativity","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history_past[].defensive_contribution","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history_past[].element_code","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Price & Value","fpl","element","sample_payload","history_past[].end_cost","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].expected_assists","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].expected_goal_involvements","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].expected_goals","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].expected_goals_conceded","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].goals_conceded","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].goals_scored","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].ict_index","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].influence","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].minutes","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].own_goals","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history_past[].penalties_missed","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].penalties_saved","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history_past[].recoveries","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history_past[].red_cards","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].saves","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history_past[].season_name","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Price & Value","fpl","element","sample_payload","history_past[].start_cost","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].starts","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].tackles","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].threat","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Points","fpl","element","sample_payload","history_past[].total_points","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].yellow_cards","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
