field_name,source_surface,resource,grain,player_link,fixture_link,club_link,matrix_class,canonical_attachment,relationship_kind,identity_contract
outfielderBlock,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
overrun,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
ownGoals,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
passesLeft,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
passesRight,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
penAreaEntries,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
penGoalsConceded,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
penaltyConceded,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
penaltyFaced,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
penaltySave,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
penaltyWon,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
possLostAll,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
possLostCtrl,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
possWonAtt3rd,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
possWonDef3rd,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
possWonMid3rd,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
possessionPercentage,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
postScoringAtt,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
ptsDroppedWinningPos,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
ptsGainedLosingPos,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
punches,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
putThrough,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
redCard,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
redCardsAgainst,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
redCardsFor,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
rescindedRedCard,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
result,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
rightsidePass,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
savedIbox,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
savedObox,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
saves,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
secondYellow,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
shieldBallOop,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
shotFastbreak,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
shotOffTarget,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
sixYardBlock,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
subsGoals,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
subsMade,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
successfulFiftyFifty,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
successfulFinalThirdPasses,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
successfulOpenPlayPass,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
successfulPutThrough,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
team,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
team_id,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalAttAssist,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalBackZonePass,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalChippedPass,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalClearance,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalContest,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalCornersIntobox,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalCross,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalCrossNocorner,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalDistance,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalFastbreak,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalFinalThirdPasses,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalFlickOn,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalFwdZonePass,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalHighClaim,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalKeeperSweeper,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalLaunches,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalLayoffs,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalLongBalls,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalOffside,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalPass,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalPullBack,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalRedCard,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalScoringAtt,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalTackle,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalThroughBall,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalThrows,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
totalYelCard,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
touches,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
touchesInOppBox,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
unsuccessfulTouch,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
venue,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
winningGoal,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
wonContest,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
wonCorners,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
wonTackle,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
yellowCard,FRL_LOCAL_CSV,team_match,team_match,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,FIXTURE_CLUB_VERIFIED,team_fixture,OBSERVATION,canonical_team_season_to_source_team
chips,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].chip_type,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].id,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].name,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].number,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].overrides,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].overrides.element_types,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
chips[].overrides.pick_multiplier,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].overrides.rules,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].overrides.scoring,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].start_event,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
chips[].stop_event,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
element_stats,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_stats[].label,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_stats[].name,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].element_count,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].id,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].plural_name,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].plural_name_short,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].singular_name,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].singular_name_short,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].squad_max_play,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].squad_max_select,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
element_types[].squad_min_play,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
