season,player_code,source_player_id,shots,shots_on_target,shots_off_target,blocked_shots,xgot,touches,hit_woodwork,passes,accurate_passes,accurate_opposition_half_passes,long_balls,accurate_long_balls,successful_crosses,key_passes_rich,big_chances_created_rich,successful_dribbles,unsuccessful_dribbles,ball_carries,progressive_carries,progressive_carry_distance,total_progression,possession_lost,tackles_rich,tackles_won,interceptions_won,clearances,aerial_duels_won,aerial_duels_lost,duels_won,duels_lost,contests_won,blocks,recoveries_rich,errors_leading_to_shot,errors_leading_to_goal,fouls_conceded,fouls_won,penalties_won,penalties_conceded,saves_rich,saves_inside_box,high_claims,keeper_sweeper_actions,accurate_keeper_sweeper_actions,penalties_faced
2024-25,432714,1003334,12.0,4.0,8.0,,2.6462,174.0,,117.0,98.0,73.0,,,2.0,3.0,2.0,,,,,,,36.0,5.0,2.0,2.0,1.0,2.0,3.0,12.0,21.0,2.0,,8.0,,,6.0,3.0,,,,,,,,
2024-25,432830,958916,17.0,6.0,8.0,3.0,2.8613000000000004,2496.0,,1961.0,1693.0,517.0,184.0,80.0,2.0,10.0,4.0,,,,,,,313.0,40.0,24.0,34.0,220.0,119.0,70.0,194.0,124.0,6.0,57.0,162.0,2.0,1.0,29.0,31.0,2.0,,,,,,,
2024-25,432987,927359,0.0,,,,,11.0,,6.0,4.0,4.0,6.0,4.0,,,,,,,,,,2.0,,,,1.0,,,,,,,3.0,,,,,,,1.0,1.0,,,,
2024-25,433154,935543,25.0,10.0,9.0,6.0,1.8719999999999999,827.0,,505.0,417.0,332.0,37.0,16.0,39.0,37.0,12.0,,,10.0,1.0,52.245988946521,40.5390568945,238.0,13.0,8.0,6.0,2.0,3.0,17.0,58.0,88.0,24.0,,76.0,1.0,,6.0,18.0,,,,,,,,
2024-25,433312,894733,22.0,7.0,9.0,6.0,2.6860000000000004,392.0,1.0,201.0,148.0,81.0,2.0,,3.0,9.0,3.0,,,,,,,111.0,24.0,10.0,6.0,17.0,29.0,24.0,66.0,69.0,3.0,1.0,35.0,,,19.0,10.0,,,,,,,,
2024-25,433979,993451,29.0,11.0,11.0,7.0,4.4919,452.0,3.0,247.0,205.0,116.0,6.0,3.0,,5.0,,,,,,,,133.0,13.0,8.0,2.0,9.0,9.0,30.0,50.0,98.0,15.0,1.0,35.0,,,16.0,13.0,,,,,,,,
2024-25,434044,1001845,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,436680,997830,0.0,,,,,444.0,,350.0,203.0,36.0,210.0,64.0,,,,,,,,,,149.0,2.0,1.0,,16.0,5.0,,7.0,1.0,,,64.0,1.0,,,,,,28.0,18.0,9.0,5.0,5.0,
2024-25,436893,978150,0.0,,,,,283.0,,191.0,156.0,83.0,19.0,6.0,2.0,1.0,,,,,,,,55.0,10.0,5.0,6.0,16.0,3.0,9.0,15.0,26.0,,,29.0,,,7.0,2.0,,,,,,,,
2024-25,437499,879674,30.0,6.0,19.0,5.0,,1992.0,1.0,1468.0,1203.0,316.0,238.0,108.0,2.0,8.0,4.0,,,,,,,301.0,68.0,41.0,54.0,203.0,61.0,50.0,155.0,108.0,8.0,22.0,130.0,,2.0,34.0,19.0,,1.0,,,,,,
2024-25,437730,934354,125.0,41.0,40.0,44.0,,1849.0,5.0,997.0,780.0,606.0,55.0,20.0,8.0,46.0,11.0,,,,,,,525.0,55.0,35.0,11.0,34.0,67.0,77.0,227.0,309.0,69.0,9.0,158.0,1.0,1.0,73.0,37.0,1.0,,,,,,,
2024-25,438234,873554,49.0,17.0,17.0,15.0,5.8373,561.0,1.0,286.0,241.0,191.0,2.0,2.0,10.0,15.0,8.0,,,15.0,3.0,57.51960323913,76.802894835427,155.0,13.0,8.0,6.0,3.0,5.0,11.0,58.0,74.0,20.0,1.0,37.0,,,15.0,20.0,1.0,,,,,,,
2024-25,438464,906047,7.0,,2.0,5.0,,286.0,,203.0,174.0,90.0,13.0,8.0,,1.0,,,,,,,,43.0,16.0,8.0,11.0,10.0,5.0,5.0,30.0,27.0,2.0,,31.0,1.0,,7.0,7.0,,,,,,,,
2024-25,439135,998928,0.0,,,,,32.0,,27.0,23.0,11.0,3.0,1.0,,,,,,,,,,6.0,,,,2.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,
2024-25,439483,1014432,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,440089,907072,35.0,7.0,13.0,15.0,1.7982000000000002,2034.0,,1368.0,1062.0,726.0,124.0,61.0,36.0,64.0,15.0,,,,,,,569.0,83.0,44.0,27.0,29.0,12.0,28.0,172.0,178.0,50.0,3.0,179.0,2.0,,18.0,27.0,,,,,,,,
2024-25,440148,979118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,440323,996985,4.0,,4.0,,,152.0,,71.0,53.0,46.0,,,,4.0,,,,,,,,57.0,3.0,1.0,1.0,4.0,18.0,21.0,33.0,47.0,8.0,,9.0,,,6.0,4.0,,,,,,,,
2024-25,440854,976037,3.0,1.0,,2.0,0.3827,861.0,,729.0,670.0,305.0,42.0,23.0,,5.0,1.0,,,,,,,71.0,22.0,8.0,6.0,57.0,11.0,13.0,40.0,31.0,3.0,8.0,31.0,3.0,,10.0,4.0,,,,,,,,
2024-25,440993,914309,37.0,18.0,9.0,10.0,,1246.0,,691.0,587.0,384.0,22.0,15.0,10.0,18.0,3.0,,,3.0,1.0,22.091532518139,16.4044642749,305.0,53.0,28.0,20.0,15.0,8.0,19.0,179.0,176.0,68.0,5.0,172.0,,1.0,24.0,52.0,,,,,,,,
2024-25,441164,913654,39.0,8.0,19.0,12.0,1.8438999999999999,2333.0,3.0,1440.0,1095.0,661.0,203.0,84.0,60.0,57.0,10.0,,,,,,,577.0,66.0,49.0,36.0,73.0,12.0,23.0,125.0,123.0,14.0,17.0,152.0,2.0,,25.0,33.0,,,,,,,,
2024-25,441191,980634,6.0,2.0,2.0,2.0,0.1812,2081.0,,1353.0,1182.0,629.0,61.0,24.0,11.0,26.0,5.0,,,,,,,340.0,54.0,36.0,23.0,94.0,27.0,35.0,141.0,130.0,25.0,11.0,189.0,1.0,,6.0,35.0,,,,,,,,
2024-25,441192,983816,0.0,,,,,8.0,,6.0,6.0,3.0,,,,,,,,3.0,1.0,36.881463650457,36.10368499076,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
2024-25,441266,904897,20.0,5.0,8.0,7.0,0.38370000000000004,2462.0,,1904.0,1704.0,943.0,83.0,41.0,4.0,26.0,3.0,,,,,,,324.0,69.0,35.0,60.0,57.0,26.0,14.0,184.0,140.0,37.0,10.0,193.0,2.0,,47.0,52.0,,,,,,,,
2024-25,441302,976263,19.0,5.0,8.0,6.0,0.8611,976.0,,616.0,535.0,311.0,22.0,9.0,10.0,21.0,4.0,,,,,,,205.0,29.0,17.0,15.0,27.0,10.0,6.0,61.0,65.0,13.0,,67.0,3.0,,11.0,9.0,,1.0,,,,,,
2024-25,441428,1003339,1.0,,,1.0,,470.0,,378.0,346.0,93.0,23.0,10.0,,2.0,,,,,,,,47.0,12.0,8.0,7.0,27.0,7.0,10.0,21.0,26.0,1.0,7.0,19.0,1.0,,9.0,1.0,,1.0,,,,,,
2024-25,443261,921005,17.0,2.0,7.0,8.0,0.31720000000000004,625.0,1.0,370.0,292.0,189.0,21.0,10.0,2.0,28.0,4.0,,,,,,,159.0,32.0,20.0,7.0,23.0,7.0,18.0,87.0,88.0,25.0,,75.0,,2.0,15.0,23.0,,,,,,,,
2024-25,444102,998490,73.0,32.0,25.0,16.0,11.313500000000001,630.0,2.0,341.0,244.0,184.0,14.0,8.0,,26.0,2.0,,,,,,,172.0,16.0,10.0,1.0,21.0,42.0,63.0,118.0,133.0,7.0,2.0,67.0,,,37.0,53.0,5.0,,,,,,,
2024-25,444145,922573,55.0,25.0,15.0,15.0,8.7869,1083.0,,590.0,466.0,392.0,15.0,10.0,22.0,40.0,7.0,,,22.0,9.0,167.93234906409,192.91032881142,355.0,23.0,15.0,5.0,16.0,17.0,39.0,94.0,168.0,33.0,,78.0,,,16.0,21.0,,,,,,,,
2024-25,444172,991001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,444180,1020680,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,444463,923894,3.0,,3.0,,,966.0,,781.0,709.0,249.0,33.0,14.0,,6.0,1.0,,,,,,,103.0,13.0,12.0,14.0,52.0,27.0,13.0,64.0,52.0,8.0,9.0,54.0,2.0,,24.0,16.0,,,,,,,,
2024-25,444765,924378,20.0,6.0,12.0,2.0,0.7375,1628.0,,1209.0,1036.0,296.0,74.0,37.0,3.0,6.0,2.0,,,,,,,212.0,39.0,24.0,21.0,131.0,94.0,78.0,142.0,120.0,4.0,38.0,97.0,2.0,1.0,23.0,5.0,1.0,,,,,,,
2024-25,444884,955245,17.0,4.0,9.0,4.0,1.3269,350.0,1.0,269.0,229.0,152.0,24.0,18.0,3.0,10.0,1.0,,,,,,,65.0,5.0,3.0,1.0,3.0,1.0,2.0,11.0,16.0,4.0,2.0,15.0,1.0,,,1.0,,,,,,,,
2024-25,445044,928124,47.0,18.0,10.0,19.0,5.1838,1424.0,,789.0,641.0,487.0,26.0,14.0,12.0,66.0,9.0,,,,,,,467.0,45.0,23.0,13.0,9.0,10.0,16.0,131.0,237.0,38.0,5.0,121.0,1.0,,48.0,38.0,,,,,,,,
2024-25,445122,958959,14.0,4.0,4.0,6.0,0.7503,1752.0,,1182.0,1039.0,632.0,39.0,12.0,4.0,17.0,1.0,,,20.0,1.0,11.345095856801,25.632527754586,285.0,58.0,38.0,22.0,41.0,22.0,20.0,133.0,107.0,24.0,4.0,94.0,1.0,,31.0,29.0,,,,,,,,
2024-25,446008,927083,85.0,41.0,23.0,21.0,17.4582,1915.0,1.0,1092.0,807.0,637.0,58.0,30.0,49.0,70.0,17.0,,,,,,,659.0,49.0,31.0,14.0,51.0,35.0,75.0,179.0,207.0,52.0,3.0,156.0,,1.0,25.0,44.0,,,,,,,,
2024-25,447203,924871,34.0,13.0,15.0,6.0,,412.0,,224.0,160.0,123.0,14.0,10.0,1.0,12.0,3.0,,,,,,,126.0,21.0,18.0,4.0,11.0,20.0,34.0,63.0,104.0,8.0,,41.0,,,27.0,14.0,1.0,,,,,,,
2024-25,447720,1008114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,447880,1017915,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,448047,974505,53.0,20.0,19.0,14.0,6.9956,2327.0,,1778.0,1489.0,937.0,172.0,99.0,26.0,81.0,13.0,,,,,,,462.0,65.0,33.0,13.0,20.0,15.0,33.0,159.0,182.0,26.0,7.0,156.0,4.0,,52.0,54.0,,,,,,,,
2024-25,448089,1015267,35.0,7.0,17.0,11.0,1.4896000000000003,2154.0,1.0,1574.0,1357.0,735.0,84.0,44.0,6.0,23.0,,,,,,,,368.0,116.0,71.0,25.0,32.0,11.0,27.0,204.0,236.0,30.0,4.0,200.0,,,70.0,47.0,,,,,,,,
2024-25,448514,931278,36.0,13.0,8.0,15.0,,2315.0,1.0,1377.0,1194.0,681.0,65.0,21.0,25.0,47.0,8.0,,,,,,,428.0,89.0,57.0,26.0,66.0,22.0,30.0,220.0,188.0,63.0,6.0,145.0,1.0,1.0,30.0,46.0,,,,,,,,
2024-25,449429,990821,10.0,4.0,4.0,2.0,1.4585,1447.0,1.0,1095.0,948.0,294.0,80.0,24.0,,5.0,,,,,,,,174.0,40.0,21.0,21.0,144.0,85.0,41.0,148.0,72.0,4.0,26.0,61.0,1.0,2.0,16.0,21.0,,,,,,,,
2024-25,449434,979232,44.0,24.0,13.0,7.0,7.3599000000000006,1216.0,1.0,632.0,491.0,414.0,22.0,11.0,43.0,50.0,9.0,,,,,,,455.0,19.0,14.0,6.0,20.0,24.0,37.0,115.0,140.0,25.0,1.0,89.0,,,9.0,47.0,,,,,,,,
2024-25,449871,923973,17.0,6.0,7.0,4.0,3.8971999999999998,1057.0,2.0,799.0,701.0,366.0,32.0,18.0,2.0,10.0,1.0,,,,,,,123.0,55.0,30.0,26.0,40.0,33.0,21.0,131.0,78.0,14.0,7.0,72.0,1.0,2.0,32.0,30.0,,,,,,,,
2024-25,450070,917005,14.0,5.0,3.0,6.0,,417.0,2.0,231.0,183.0,129.0,10.0,3.0,9.0,17.0,3.0,,,,,,,115.0,13.0,7.0,,6.0,4.0,10.0,53.0,58.0,13.0,4.0,38.0,,,9.0,23.0,,,,,,,,
2024-25,450539,980649,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,451302,815890,0.0,,,,,179.0,,140.0,80.0,10.0,77.0,21.0,,,,,,,,,,60.0,,,,14.0,1.0,1.0,2.0,2.0,,,20.0,,1.0,,1.0,,,8.0,8.0,4.0,3.0,3.0,
2024-25,451340,936849,57.0,27.0,18.0,12.0,10.420100000000001,1479.0,1.0,890.0,719.0,532.0,33.0,16.0,11.0,37.0,8.0,,,25.0,6.0,154.3798788513,208.52519878450698,397.0,45.0,27.0,14.0,7.0,27.0,27.0,147.0,191.0,52.0,3.0,99.0,,,40.0,24.0,,,,,,,,
2024-25,454667,857671,12.0,1.0,7.0,4.0,0.3749,1090.0,,732.0,629.0,286.0,49.0,24.0,2.0,13.0,,,,,,,,202.0,44.0,22.0,28.0,33.0,13.0,22.0,107.0,109.0,28.0,10.0,107.0,1.0,1.0,24.0,22.0,,,,,,,,
2024-25,455084,963493,16.0,2.0,9.0,5.0,0.5899,1641.0,1.0,950.0,765.0,426.0,76.0,35.0,43.0,61.0,12.0,,,,,,,441.0,46.0,27.0,25.0,71.0,35.0,24.0,124.0,102.0,13.0,8.0,113.0,3.0,,27.0,31.0,,2.0,,,,,,
2024-25,458249,917007,28.0,11.0,8.0,9.0,4.7217,644.0,,405.0,292.0,185.0,11.0,6.0,,12.0,4.0,,,4.0,0.0,,24.24569252027,215.0,14.0,8.0,6.0,8.0,23.0,54.0,59.0,122.0,11.0,4.0,57.0,1.0,,9.0,13.0,1.0,,,,,,,
2024-25,460028,996911,17.0,4.0,10.0,3.0,2.3256,2965.0,,2595.0,2328.0,761.0,202.0,87.0,3.0,15.0,2.0,,,,,,,309.0,47.0,34.0,33.0,116.0,83.0,56.0,156.0,120.0,6.0,25.0,121.0,3.0,1.0,45.0,21.0,,1.0,,,,,,
2024-25,460842,905163,75.0,22.0,24.0,29.0,5.304800000000001,1508.0,6.0,769.0,691.0,454.0,48.0,36.0,21.0,31.0,4.0,,,7.0,0.0,,-9.0241040546407,413.0,38.0,23.0,4.0,8.0,11.0,40.0,205.0,281.0,92.0,1.0,138.0,2.0,,39.0,64.0,,,,,,,,
2024-25,461025,998835,1.0,1.0,,,0.2966,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,461416,1005766,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,461537,1005664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,461587,1065134,13.0,7.0,5.0,1.0,1.2372,421.0,1.0,220.0,173.0,112.0,5.0,2.0,4.0,9.0,1.0,,,1.0,0.0,,-1.2688553507405,120.0,23.0,16.0,5.0,13.0,13.0,17.0,57.0,80.0,6.0,2.0,45.0,,,18.0,15.0,,,,,,,,
2024-25,462116,945217,5.0,,5.0,,,1347.0,,1071.0,946.0,219.0,88.0,29.0,,2.0,,,,24.0,0.0,,80.320907357748,164.0,47.0,28.0,26.0,82.0,28.0,26.0,90.0,70.0,9.0,13.0,79.0,2.0,1.0,16.0,6.0,,,,,,,,
2024-25,462424,941168,6.0,3.0,2.0,1.0,,2883.0,,2547.0,2409.0,847.0,110.0,70.0,,7.0,1.0,,,21.0,0.0,,24.032770541485,180.0,62.0,37.0,21.0,118.0,62.0,38.0,152.0,85.0,12.0,15.0,154.0,6.0,1.0,28.0,17.0,,1.0,,,,,,
2024-25,462492,966874,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,463034,997087,68.0,32.0,21.0,15.0,,821.0,3.0,348.0,216.0,148.0,19.0,5.0,1.0,21.0,3.0,,,,,,,342.0,11.0,8.0,2.0,28.0,58.0,76.0,157.0,256.0,40.0,,68.0,,,72.0,51.0,2.0,,,,,,,
2024-25,463067,946695,50.0,12.0,18.0,20.0,4.0722,739.0,1.0,344.0,236.0,182.0,13.0,7.0,1.0,19.0,6.0,,,1.0,0.0,,2.9865538489671,240.0,39.0,15.0,10.0,12.0,25.0,47.0,136.0,173.0,27.0,3.0,66.0,,2.0,34.0,45.0,,1.0,,,,,,
2024-25,463212,1069486,2.0,,,2.0,,133.0,,80.0,57.0,43.0,1.0,,1.0,2.0,,,,,,,,47.0,8.0,5.0,1.0,2.0,1.0,3.0,17.0,16.0,7.0,,11.0,,1.0,2.0,1.0,,,,,,,,
2024-25,463903,947929,28.0,10.0,10.0,8.0,1.2679,679.0,,348.0,274.0,196.0,22.0,10.0,17.0,19.0,5.0,,,,,,,218.0,45.0,25.0,12.0,14.0,6.0,12.0,69.0,118.0,8.0,3.0,70.0,,,15.0,10.0,,,,,,,,
2024-25,463981,1156586,6.0,,4.0,2.0,,330.0,,205.0,147.0,67.0,36.0,7.0,,3.0,1.0,,,,,,,89.0,15.0,8.0,9.0,31.0,15.0,12.0,35.0,28.0,1.0,,13.0,,,7.0,5.0,,,,,,,,
2024-25,464353,1008403,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,465351,945122,9.0,4.0,3.0,2.0,1.8014000000000001,1479.0,,1079.0,958.0,634.0,45.0,27.0,11.0,23.0,7.0,,,,,,,231.0,35.0,22.0,15.0,30.0,15.0,20.0,88.0,97.0,19.0,4.0,70.0,1.0,1.0,30.0,20.0,,1.0,,,,,,
2024-25,465694,954056,9.0,2.0,5.0,2.0,0.5603,733.0,2.0,621.0,573.0,359.0,17.0,8.0,,1.0,,,,23.0,1.0,24.56876097812,76.632677869904,72.0,16.0,6.0,8.0,21.0,16.0,12.0,38.0,44.0,1.0,,31.0,,,13.0,5.0,,,,,,,,
2024-25,465920,958966,1.0,1.0,,,0.3696,73.0,,35.0,27.0,24.0,1.0,1.0,1.0,2.0,2.0,,,,,,,30.0,2.0,2.0,,1.0,2.0,4.0,9.0,17.0,3.0,1.0,9.0,,,2.0,2.0,,,,,,,,
2024-25,466075,957602,10.0,6.0,3.0,1.0,2.2462,683.0,1.0,479.0,421.0,259.0,21.0,15.0,2.0,6.0,,,,19.0,4.0,72.257470362666,124.89957686219,100.0,27.0,19.0,9.0,24.0,22.0,15.0,64.0,49.0,9.0,6.0,35.0,,,16.0,6.0,,,,,,,,
2024-25,466117,997104,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,466404,983066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,467169,958380,6.0,3.0,2.0,1.0,1.5713000000000001,109.0,,59.0,48.0,35.0,,,3.0,3.0,,,,,,,,25.0,6.0,3.0,2.0,,,1.0,15.0,13.0,4.0,,11.0,,,2.0,5.0,,,,,,,,
2024-25,467189,856640,0.0,,,,,1252.0,,936.0,526.0,86.0,537.0,145.0,,,,,,23.0,0.0,,39.8123827505635,420.0,1.0,1.0,,33.0,4.0,1.0,9.0,1.0,1.0,,203.0,3.0,1.0,,3.0,,,103.0,74.0,24.0,14.0,14.0,4.0
2024-25,467779,959628,9.0,4.0,4.0,1.0,1.6724,907.0,,647.0,559.0,314.0,31.0,20.0,3.0,16.0,1.0,,,29.0,0.0,,38.8566008182859,141.0,58.0,34.0,17.0,25.0,34.0,25.0,107.0,79.0,7.0,2.0,68.0,2.0,1.0,23.0,10.0,1.0,1.0,,,,,,
2024-25,469142,962012,17.0,5.0,8.0,4.0,0.8571,2645.0,1.0,2265.0,2004.0,831.0,255.0,137.0,5.0,15.0,3.0,,,53.0,0.0,,136.5087784522858,293.0,45.0,29.0,24.0,139.0,83.0,51.0,156.0,104.0,5.0,22.0,131.0,1.0,1.0,25.0,24.0,,,,,,,,
2024-25,472713,966869,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,472739,1005800,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,472769,1142703,8.0,3.0,3.0,2.0,1.7708,447.0,,308.0,270.0,167.0,7.0,2.0,1.0,4.0,,,,,,,,83.0,9.0,4.0,4.0,10.0,6.0,9.0,28.0,40.0,9.0,1.0,31.0,,,6.0,4.0,,,,,,,,
2024-25,473341,967722,4.0,2.0,2.0,,0.8255,828.0,,643.0,556.0,162.0,53.0,20.0,,,,,,10.0,0.0,,3.5431047557843,101.0,25.0,14.0,15.0,76.0,23.0,22.0,57.0,46.0,,14.0,44.0,2.0,1.0,16.0,9.0,,,,,,,,
2024-25,474120,973556,52.0,22.0,18.0,12.0,3.3988000000000005,707.0,1.0,354.0,261.0,182.0,14.0,6.0,8.0,18.0,4.0,,,,,,,240.0,12.0,9.0,1.0,7.0,14.0,22.0,94.0,117.0,40.0,1.0,58.0,,,12.0,28.0,,1.0,,,,,,
2024-25,47431,31417,7.0,,4.0,3.0,,233.0,1.0,189.0,168.0,147.0,9.0,7.0,8.0,7.0,,,,,,,,38.0,4.0,2.0,1.0,1.0,1.0,3.0,6.0,13.0,1.0,,14.0,,,1.0,,,,,,,,,
2024-25,474907,1101370,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,475123,973738,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,475168,975079,47.0,20.0,13.0,14.0,10.392199999999999,1057.0,1.0,626.0,467.0,351.0,24.0,14.0,6.0,30.0,11.0,,,19.0,4.0,109.226759457387,124.783889258492,345.0,16.0,12.0,9.0,12.0,42.0,47.0,132.0,161.0,29.0,,59.0,,,26.0,46.0,3.0,1.0,,,,,,
2024-25,476344,974577,31.0,15.0,11.0,5.0,5.5739,295.0,,159.0,115.0,79.0,9.0,4.0,,4.0,,,,,,,,89.0,8.0,7.0,,12.0,19.0,21.0,45.0,61.0,3.0,,19.0,,,14.0,15.0,,,,,,,,
2024-25,476369,1006189,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,476502,982613,0.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
2024-25,477064,1136731,10.0,2.0,6.0,2.0,1.0194,1559.0,1.0,1204.0,1101.0,686.0,42.0,21.0,,7.0,,,,12.0,1.0,22.012690907747,61.167569103526,162.0,30.0,19.0,13.0,40.0,6.0,14.0,79.0,64.0,9.0,7.0,95.0,1.0,,12.0,34.0,,,,,,,,
2024-25,477386,976025,1.0,,1.0,,,270.0,,223.0,202.0,40.0,18.0,7.0,,,,,,,,,,25.0,7.0,5.0,5.0,21.0,6.0,5.0,15.0,12.0,,2.0,19.0,1.0,,3.0,2.0,,,,,,,,
2024-25,477424,964994,40.0,12.0,18.0,10.0,3.2832999999999997,3194.0,2.0,2528.0,2310.0,1411.0,127.0,68.0,3.0,26.0,1.0,,,17.0,3.0,66.252732233859,36.32917102822,328.0,58.0,39.0,44.0,111.0,54.0,42.0,164.0,105.0,25.0,20.0,137.0,7.0,1.0,16.0,27.0,,,,,,,,
2024-25,477555,1065216,0.0,,,,,18.0,,15.0,13.0,7.0,,,,1.0,,,,,,,,2.0,,,,,,,3.0,,2.0,,2.0,,,,1.0,,,,,,,,
2024-25,477580,1023567,12.0,1.0,8.0,3.0,0.009,2096.0,2.0,1701.0,1403.0,594.0,298.0,117.0,,12.0,1.0,,,,,,,325.0,52.0,36.0,41.0,179.0,77.0,44.0,142.0,84.0,6.0,20.0,157.0,2.0,,20.0,7.0,,,,,,,,
2024-25,480455,979563,10.0,3.0,4.0,3.0,0.7272000000000001,1558.0,,1184.0,981.0,356.0,188.0,85.0,,3.0,2.0,,,,,,,228.0,36.0,20.0,27.0,188.0,62.0,43.0,118.0,68.0,3.0,23.0,93.0,2.0,2.0,12.0,18.0,,,,,,,,
2024-25,481510,1092409,3.0,,3.0,,,1682.0,,1027.0,840.0,399.0,106.0,42.0,30.0,18.0,5.0,,,43.0,2.0,50.694871431943,161.25406424234998,337.0,87.0,51.0,42.0,66.0,23.0,42.0,135.0,125.0,8.0,15.0,99.0,3.0,,19.0,18.0,,1.0,,,,,,
2024-25,481624,1014461,19.0,6.0,9.0,4.0,2.4081,406.0,,197.0,153.0,100.0,7.0,2.0,4.0,6.0,,,,,,,,112.0,25.0,12.0,13.0,8.0,5.0,8.0,57.0,67.0,9.0,1.0,44.0,1.0,1.0,20.0,18.0,,,,,,,,
2024-25,482442,1002711,34.0,13.0,14.0,7.0,2.3273,1342.0,1.0,999.0,875.0,488.0,32.0,15.0,2.0,16.0,1.0,,,,,,,210.0,49.0,36.0,30.0,24.0,34.0,45.0,129.0,129.0,11.0,10.0,115.0,1.0,,34.0,35.0,,1.0,,,,,,
2024-25,482609,996958,22.0,5.0,11.0,6.0,,1656.0,,1214.0,1081.0,603.0,72.0,39.0,10.0,22.0,1.0,,,,,,,234.0,45.0,29.0,24.0,40.0,9.0,15.0,78.0,86.0,4.0,8.0,119.0,4.0,1.0,20.0,20.0,,,,,,,,
2024-25,483081,1006073,7.0,3.0,2.0,2.0,0.6679999999999999,440.0,,246.0,174.0,130.0,20.0,6.0,4.0,13.0,4.0,,,,,,,135.0,23.0,15.0,7.0,16.0,8.0,17.0,42.0,46.0,5.0,1.0,28.0,,1.0,4.0,6.0,,,,,,,,
2024-25,485047,985086,2.0,1.0,,1.0,0.4446,467.0,,304.0,236.0,90.0,40.0,13.0,,,,,,,,,,81.0,22.0,14.0,10.0,75.0,6.0,14.0,32.0,36.0,2.0,5.0,36.0,2.0,,11.0,2.0,,,,,,,,
2024-25,485055,1031251,0.0,,,,,273.0,,179.0,130.0,9.0,71.0,26.0,,1.0,1.0,,,,,,,50.0,3.0,1.0,,15.0,2.0,,5.0,,,,55.0,1.0,,,,,,24.0,18.0,10.0,3.0,3.0,
2024-25,486385,987489,49.0,23.0,18.0,8.0,9.2076,601.0,2.0,264.0,155.0,89.0,8.0,3.0,1.0,12.0,2.0,,,2.0,0.0,,3.3893464985993,244.0,14.0,6.0,4.0,24.0,99.0,105.0,155.0,195.0,19.0,2.0,40.0,,1.0,33.0,23.0,,,,,,,,
2024-25,486672,987650,20.0,3.0,8.0,9.0,0.3207,2721.0,1.0,2153.0,1941.0,1077.0,152.0,96.0,4.0,30.0,5.0,,,,,,,311.0,114.0,73.0,49.0,53.0,36.0,20.0,236.0,165.0,29.0,10.0,229.0,1.0,,70.0,58.0,2.0,1.0,,,,,,
2024-25,487053,983572,5.0,1.0,1.0,3.0,0.4531,1468.0,,953.0,841.0,474.0,21.0,12.0,4.0,16.0,2.0,,,,,,,216.0,75.0,47.0,22.0,28.0,13.0,13.0,139.0,91.0,13.0,6.0,111.0,,1.0,29.0,38.0,,,,,,,,
