season,source_player_id,source_player_name,source_position,source_appearances,source_starts,source_minutes,expected_goals,expected_assists,accurate_opposition_half_passes,forward_passes,recoveries,tackles_won
2024-25,514254,Diego Gómez,Midfielder,16.0,4.0,512.0,0.9464,1.1543,127.0,69.0,32.0,13.0
2024-25,514287,Sil Swinkels,Defender,,,,,,,,,
2024-25,514307,Jack Henry-Francis,Midfielder,,,,,,,,,
2024-25,514356,Roméo Lavia,Midfielder,16.0,11.0,801.0,0.2565,0.3608,212.0,101.0,40.0,13.0
2024-25,515597,Lamare Bogarde,Midfielder,8.0,5.0,475.0,0.041,0.1323,106.0,87.0,13.0,6.0
2024-25,515621,Chadi Riad,Defender,1.0,1.0,90.0,,0.0204,21.0,36.0,4.0,2.0
2024-25,516159,Oliwier Zych,Goalkeeper,,,,,,,,,
2024-25,516250,Jacob Wright,Midfielder,,,,,,,,,
2024-25,516895,Kobbie Mainoo,Midfielder,25.0,19.0,1656.0,0.7135,1.7933,377.0,201.0,88.0,29.0
2024-25,516939,Emmanuel Agbadou,Defender,16.0,16.0,1411.0,0.845,0.3169,220.0,345.0,83.0,19.0
2024-25,517052,Nicolas Jackson,Forward,30.0,28.0,2238.0,12.3431,1.9237,214.0,73.0,48.0,13.0
2024-25,517178,Elkan Baggott,Defender,,,,,,,,,
2024-25,517179,Alfie Pond,Defender,1.0,,1.0,,,,,,
2024-25,518438,Kaelan Casey,Defender,1.0,,1.0,,,,,,
2024-25,518442,Lewis Orford,Midfielder,2.0,,47.0,0.0297,0.0367,11.0,3.0,7.0,
2024-25,519223,Sammy Braybrooke,Midfielder,,,,,,,,,
2024-25,523700,Daniel Jebbison,Forward,16.0,,105.0,0.993,0.1376,28.0,4.0,10.0,3.0
2024-25,530121,Zain Silcott-Duberry,Forward,1.0,,1.0,,,,1.0,,1.0
2024-25,530318,Kaden Rodney,Midfielder,,,,,,,,,
2024-25,531170,Nasser Djiga,Defender,5.0,1.0,65.0,,0.0054,13.0,19.0,2.0,
2024-25,531442,Abdul Fatawu,Forward,11.0,6.0,577.0,0.4181,1.4219,65.0,42.0,38.0,15.0
2024-25,531997,Henry Cartwright,Midfielder,,,,,,,,,
2024-25,532529,Jack Hinshelwood,Midfielder,26.0,22.0,1846.0,2.4211,1.4998,358.0,243.0,63.0,19.0
2024-25,532605,Andrey Santos,Midfielder,,,,,,,,,
2024-25,533463,Dango Ouattara,Forward,32.0,21.0,2006.0,8.3646,3.2854,248.0,142.0,92.0,26.0
2024-25,533710,Iwan Morgan,Forward,,,,,,,,,
2024-25,535017,Julian Eyestone,Goalkeeper,,,,,,,,,
2024-25,535301,Carlos Baleba,Midfielder,34.0,31.0,2670.0,3.0393,1.2101,560.0,296.0,197.0,46.0
2024-25,535818,Simon Adingra,Forward,29.0,12.0,1092.0,2.458,2.7932,196.0,45.0,47.0,14.0
2024-25,536109,Ollie Scarles,Defender,15.0,7.0,662.0,0.1145,0.141,132.0,97.0,34.0,11.0
2024-25,536238,Ishé Samuels-Smith,Defender,,,,,,,,,
2024-25,536241,Martin Sherif,Forward,,,,,,,,,
2024-25,536694,Matheus França,Forward,4.0,,52.0,0.254,0.1777,6.0,5.0,3.0,
2024-25,536916,Facundo Buonanotte,Midfielder,31.0,14.0,1513.0,3.9282,2.2652,272.0,131.0,79.0,32.0
2024-25,538182,Jimi Gower,Midfielder,,,,,,,,,
2024-25,538207,William Osula,Forward,14.0,,124.0,0.1618,0.0585,16.0,7.0,2.0,
2024-25,541462,Matai Akinmboni,Defender,,,,,,,,,
2024-25,544877,Milos Kerkez,Defender,38.0,38.0,3342.0,0.5867,2.5763,677.0,550.0,169.0,26.0
2024-25,547037,Jack Fletcher,Midfielder,,,,,,,,,
2024-25,547676,Tyler Fredricson,Defender,2.0,2.0,166.0,,0.0226,42.0,39.0,12.0,3.0
2024-25,547692,Samuel Rak-Sakyi,Midfielder,,,,,,,,,
2024-25,547693,Somto Boniface,Defender,,,,,,,,,
2024-25,547701,Archie Gray,Midfielder,28.0,19.0,1743.0,0.021,0.1957,303.0,331.0,69.0,8.0
2024-25,547719,Lewis Miley,Midfielder,14.0,1.0,304.0,0.545,0.2964,96.0,29.0,16.0,11.0
2024-25,547720,Charlie Tasker,Defender,,,,,,,,,
2024-25,547801,Callum Bates,Midfielder,,,,,,,,,
2024-25,549067,Zach Abbott,Defender,,,,,,,,,
2024-25,549640,Michael Golding,Midfielder,1.0,,1.0,,,,,,
2024-25,550596,Dominic Sadi,Forward,,,,,,,,,
2024-25,550615,Tyrique George,Forward,8.0,1.0,178.0,0.1989,0.2665,29.0,9.0,4.0,
2024-25,550839,Wilson Odobert,Forward,16.0,9.0,849.0,1.6118,0.7564,145.0,48.0,34.0,5.0
2024-25,550864,Leny Yoro,Defender,21.0,12.0,1162.0,0.7048,0.1728,242.0,266.0,46.0,11.0
2024-25,551221,Tommy Setford,Goalkeeper,,,,,,,,,
2024-25,551226,Mateus Fernandes,Midfielder,36.0,34.0,2919.0,4.0104,3.6381,605.0,294.0,179.0,48.0
2024-25,553746,Leo Shahar,Defender,,,,,,,,,
2024-25,553747,Alexei Rojas,Goalkeeper,,,,,,,,,
2024-25,554194,Jahmai Simpson-Pusey,Defender,2.0,1.0,95.0,,0.0152,35.0,25.0,3.0,
2024-25,554605,Dean Huijsen,Defender,32.0,26.0,2422.0,1.8656,1.5706,612.0,692.0,105.0,26.0
2024-25,556639,Jayce Fitzgerald,Midfielder,,,,,,,,,
2024-25,559684,Jack Moorhouse,Midfielder,,,,,,,,,
2024-25,559962,Jamaldeen Jimoh-Aloba,Midfielder,,,,,,,,,
2024-25,560248,Bastien Meupiyou,Defender,,,,,,,,,
2024-25,563324,Brayden Clarke,Defender,,,,,,,,,
2024-25,565858,Killian Cahill,Goalkeeper,,,,,,,,,
2024-25,567119,Shumaira Mheuka,Forward,1.0,,1.0,0.0562,,,,,
2024-25,567121,Joe Knight,Midfielder,,,,,,,,,
2024-25,568791,Callan McKenna,Goalkeeper,,,,,,,,,
2024-25,569014,Eric da Silva Moreira,Forward,2.0,,28.0,,0.002,1.0,1.0,2.0,2.0
2024-25,570241,Kim Ji-Soo,Defender,3.0,,28.0,,0.0027,12.0,9.0,,
2024-25,570526,Lucas Bergvall,Midfielder,27.0,11.0,1206.0,0.697,0.8216,332.0,134.0,73.0,19.0
2024-25,573062,Martial Godo,Forward,2.0,,21.0,,0.0753,8.0,1.0,1.0,
2024-25,574398,Franco Umeh-Chibueze,Forward,,,,,,,,,
2024-25,574799,Damola Ajayi,Forward,,,,,,,,,
2024-25,575204,Claudio Echeverri,Midfielder,1.0,,5.0,,0.0067,3.0,1.0,1.0,
2024-25,575476,Murillo,Defender,36.0,36.0,3191.0,1.421,1.1416,466.0,700.0,142.0,36.0
2024-25,575901,Julio Soler,Defender,3.0,,9.0,,0.0044,10.0,2.0,,1.0
2024-25,576620,Bendito Mantato,Forward,,,,,,,,,
2024-25,576637,Godwill Kukonki,Defender,,,,,,,,,
2024-25,576980,Zach Marsh,Forward,,,,,,,,,
2024-25,577016,Josh Acheampong,Defender,4.0,2.0,169.0,0.2215,0.0152,37.0,45.0,7.0,1.0
2024-25,577114,Luis Guilherme,Forward,12.0,1.0,139.0,0.416,0.1422,37.0,10.0,7.0,
2024-25,577725,Josh King,Midfielder,8.0,1.0,126.0,0.315,0.6721,42.0,15.0,5.0,5.0
2024-25,577731,Ben Broggio,Forward,,,,,,,,,
2024-25,577974,Harry Amass,Defender,5.0,4.0,346.0,0.0699,0.0743,71.0,38.0,26.0,2.0
2024-25,578153,Abdukodir Khusanov,Defender,6.0,6.0,504.0,0.0192,0.0859,133.0,138.0,27.0,4.0
2024-25,581317,Trent Koné-Doherty,Forward,,,,,,,,,
2024-25,588555,Elyh Harrison,Goalkeeper,,,,,,,,,
2024-25,588796,Ismeal Kabia,Forward,,,,,,,,,
2024-25,589100,Jacob Slater,Defender,,,,,,,,,
2024-25,590012,Caleb Kporha,Defender,2.0,,11.0,,0.0178,4.0,1.0,1.0,1.0
2024-25,590760,Daniel Adu-Adjei,Forward,,,,,,,,,
2024-25,591382,Genesis Antwi,Defender,,,,,,,,,
2024-25,591385,Sam Amissah,Defender,,,,,,,,,
2024-25,591386,Trey Nyoni,Midfielder,,,,,,,,,
2024-25,592031,Yankuba Minteh,Forward,32.0,20.0,1840.0,4.0568,5.0163,245.0,90.0,85.0,35.0
2024-25,592712,Tom Taylor,Midfielder,,,,,,,,,
2024-25,596042,Kieran Morrison,Midfielder,,,,,,,,,
2024-25,596047,Chido Obi,Forward,7.0,1.0,160.0,0.6604,0.0253,14.0,3.0,9.0,1.0
2024-25,596054,Tom Edozie,Forward,,,,,,,,,
2024-25,596777,Patrick Dorgu,Defender,12.0,10.0,842.0,0.4306,1.2678,203.0,79.0,37.0,24.0
2024-25,597320,Harry Howell,Midfielder,1.0,,6.0,,0.0504,5.0,,,1.0
2024-25,599303,Sean Neave,Forward,,,,,,,,,
2024-25,602903,Ezra Mayers,Defender,,,,,,,,,
2024-25,604988,Freddie Simmonds,Defender,,,,,,,,,
2024-25,606745,Ayden Heaven,Defender,4.0,2.0,171.0,,,30.0,34.0,11.0,3.0
2024-25,606774,Remy Rees-Dottin,Forward,1.0,,1.0,,,,,,
2024-25,606775,Ben Winterburn,Midfielder,4.0,,22.0,,0.0004,4.0,3.0,2.0,
2024-25,606798,Andrés García,Defender,7.0,5.0,317.0,0.0414,0.4492,99.0,29.0,15.0,5.0
2024-25,606921,Romain Esse,Forward,7.0,1.0,135.0,0.321,0.4151,23.0,19.0,9.0,6.0
2024-25,607464,Michael Kayode,Defender,12.0,6.0,528.0,0.2065,0.6936,76.0,57.0,34.0,11.0
2024-25,609640,Mathis Amougou,Midfielder,1.0,,7.0,,0.0041,5.0,1.0,2.0,
2024-25,611912,Landon Emenalo,Midfielder,,,,,,,,,
2024-25,611920,Malachi Hardy,Defender,,,,,,,,,
2024-25,611921,Reggie Walsh,Midfielder,,,,,,,,,
2024-25,611922,Rio Ngumoha,Forward,,,,,,,,,
2024-25,611926,Amara Nallo,Defender,,,,,,,,,
2024-25,612534,Benjamin Fredrick,Defender,,,,,,,,,
2024-25,613041,Leon Ayinde,Forward,,,,,,,,,
2024-25,613120,Spike Brits,Goalkeeper,,,,,,,,,
2024-25,613467,Wes Okoduwa,Defender,,,,,,,,,
2024-25,616059,Jack Porter,Goalkeeper,,,,,,,,,
2024-25,616222,Vitor Reis,Defender,1.0,,1.0,,,,,,
2024-25,618873,Sékou Koné,Midfielder,,,,,,,,,
2024-25,619146,Olabade Aluko,Defender,1.0,,1.0,,0.0002,1.0,2.0,,1.0
2024-25,620408,Joachim Kayi-Sanda,Defender,2.0,,12.0,,0.001,6.0,2.0,,
2024-25,622536,Benjamin Arthur,Defender,,,,,,,,,
2024-25,622758,Aaron Anselmino,Defender,,,,,,,,,
2024-25,626464,Gustavo Nunes,Forward,3.0,,11.0,,0.0008,1.0,,,2.0
2024-25,628204,Yunus Konak,Midfielder,10.0,,36.0,0.153,0.0096,16.0,10.0,2.0,4.0
2024-25,630664,Jake Evans,Forward,4.0,,21.0,,0.0006,1.0,2.0,,1.0
2024-25,632822,Archie Harris,Defender,,,,,,,,,
2024-25,641221,Pedro Lima,Defender,3.0,1.0,70.0,0.0551,0.0882,16.0,9.0,3.0,
2024-25,647671,Mateus Mané,Forward,1.0,,1.0,,0.0007,3.0,1.0,,
2024-25,649208,Jeremy Monga,Midfielder,7.0,,105.0,0.1615,0.019,14.0,7.0,10.0,1.0
2025-26,15157,James Milner,Midfielder,20.0,7.0,778.0,1.0195,0.6331,225.0,153.0,40.0,9.0
2025-26,17761,James Tarkowski,Defender,37.0,37.0,3330.0,2.9118,2.0707,435.0,584.0,88.0,29.0
2025-26,19236,John Ruddy,Goalkeeper,,,,,,,,,
2025-26,21205,Tom Heaton,Goalkeeper,,,,,,,,,
2025-26,37096,Lukasz Fabianski,Goalkeeper,,,,,,,,,
2025-26,40383,Fraser Forster,Goalkeeper,,,,,,,,,
2025-26,44699,Ashley Barnes,Forward,7.0,,40.0,0.2499,0.0409,3.0,7.0,2.0,
2025-26,49262,Jason Steele,Goalkeeper,,,,,,,,,
2025-26,50175,Danny Welbeck,Forward,37.0,26.0,2263.0,12.4448,1.4019,230.0,71.0,51.0,14.0
2025-26,51943,Václav Hladky,Goalkeeper,,,,,,,,,
2025-26,54469,Adam Smith,Defender,22.0,14.0,1076.0,,0.2472,147.0,161.0,29.0,12.0
2025-26,56979,Jordan Henderson,Midfielder,32.0,22.0,1922.0,0.3319,2.4524,434.0,423.0,98.0,13.0
2025-26,57328,Nathaniel Clyne,Defender,10.0,7.0,596.0,0.4306,0.6777,86.0,52.0,17.0,9.0
2025-26,58621,Kyle Walker,Defender,36.0,35.0,3097.0,0.1581,1.3391,551.0,530.0,155.0,33.0
2025-26,59735,Karl Darlow,Goalkeeper,22.0,22.0,1980.0,,0.0765,120.0,566.0,202.0,
2025-26,59949,Séamus Coleman,Defender,5.0,1.0,20.0,,0.1641,13.0,8.0,2.0,
2025-26,60307,Pascal Groß,Midfielder,19.0,18.0,1636.0,1.4518,3.8311,525.0,297.0,76.0,18.0
2025-26,60689,Chris Wood,Forward,15.0,11.0,906.0,4.2481,0.3206,66.0,39.0,14.0,1.0
2025-26,61256,Casemiro,Midfielder,34.0,33.0,2588.0,5.5203,3.1238,697.0,566.0,138.0,45.0
2025-26,67089,Martin Dúbravka,Goalkeeper,35.0,35.0,3150.0,,0.069,200.0,811.0,291.0,1.0
2025-26,72147,Marco Bizot,Goalkeeper,7.0,6.0,585.0,,0.0034,16.0,93.0,53.0,
2025-26,74854,Simon Moore,Goalkeeper,,,,,,,,,
2025-26,75115,Callum Wilson,Forward,32.0,11.0,1243.0,7.6604,0.5499,77.0,36.0,28.0,2.0
2025-26,76357,Tom Cairney,Midfielder,24.0,6.0,763.0,1.2065,0.816,328.0,169.0,43.0,3.0
2025-26,77794,Kieran Trippier,Defender,21.0,18.0,1592.0,0.0823,2.0119,508.0,463.0,73.0,14.0
2025-26,78916,Dan Burn,Defender,29.0,25.0,2199.0,1.0569,0.3994,274.0,441.0,76.0,26.0
2025-26,79602,Dan Bentley,Goalkeeper,3.0,3.0,270.0,,0.0064,10.0,62.0,26.0,
2025-26,80201,Bernd Leno,Goalkeeper,38.0,38.0,3420.0,,0.0391,99.0,693.0,318.0,1.0
2025-26,80801,Idrissa Gueye,Midfielder,25.0,25.0,2101.0,1.9993,1.7728,545.0,339.0,114.0,20.0
2025-26,81441,Mark Gillespie,Goalkeeper,,,,,,,,,
2025-26,83299,Lewis Dunk,Defender,33.0,31.0,2837.0,1.7055,0.5731,625.0,723.0,136.0,22.0
2025-26,84182,Alphonse Areola,Goalkeeper,20.0,20.0,1800.0,,0.0251,95.0,425.0,142.0,
2025-26,84450,Granit Xhaka,Midfielder,34.0,32.0,2903.0,1.0167,3.707,875.0,655.0,179.0,33.0
2025-26,85633,Matz Sels,Goalkeeper,31.0,30.0,2667.0,,0.0938,115.0,518.0,198.0,1.0
2025-26,86873,Benjamin Lecomte,Goalkeeper,,,,,,,,,
2025-26,87835,Matt Doherty,Defender,11.0,11.0,791.0,0.0893,0.1836,98.0,121.0,28.0,8.0
2025-26,88248,Stefan Ortega,Goalkeeper,3.0,3.0,270.0,,,10.0,44.0,8.0,
2025-26,88894,Ross Barkley,Midfielder,21.0,7.0,852.0,1.5114,1.3478,206.0,91.0,45.0,10.0
2025-26,90585,Willy Boly,Defender,,,,,,,,,
2025-26,91651,Mateo Kovacic,Midfielder,6.0,1.0,126.0,0.1619,0.4361,90.0,46.0,10.0,1.0
2025-26,95658,Harry Maguire,Defender,23.0,19.0,1655.0,1.1115,0.5209,259.0,296.0,62.0,17.0
2025-26,97032,Virgil van Dijk,Defender,38.0,38.0,3420.0,3.7711,1.3467,1149.0,1012.0,87.0,13.0
2025-26,97299,John Stones,Defender,9.0,5.0,439.0,,0.0876,119.0,102.0,19.0,1.0
2025-26,97846,Alex Cairns,Goalkeeper,,,,,,,,,
2025-26,98747,Nick Pope,Goalkeeper,27.0,27.0,2417.0,0.162,0.0195,63.0,369.0,255.0,1.0
2025-26,98980,Emiliano Martínez,Goalkeeper,32.0,32.0,2835.0,,0.1082,133.0,586.0,272.0,
2025-26,101178,James Ward-Prowse,Midfielder,18.0,12.0,1096.0,0.0932,0.9692,307.0,174.0,49.0,7.0
2025-26,101188,Lucas Digne,Defender,31.0,21.0,1852.0,0.721,3.2564,356.0,257.0,63.0,28.0
2025-26,101982,Sam Johnstone,Goalkeeper,12.0,12.0,1080.0,,0.0455,99.0,322.0,108.0,1.0
2025-26,102057,Raúl Jiménez,Forward,36.0,27.0,2199.0,11.4959,0.9337,198.0,153.0,55.0,21.0
2025-26,106611,Michael Keane,Defender,33.0,29.0,2590.0,2.1641,0.508,311.0,361.0,88.0,23.0
2025-26,106760,Luke Shaw,Defender,38.0,38.0,3231.0,0.7061,1.9771,712.0,650.0,107.0,45.0
2025-26,107265,Angus Gunn,Goalkeeper,1.0,,45.0,,0.0014,6.0,19.0,4.0,
2025-26,108413,Will Hughes,Midfielder,31.0,19.0,1568.0,1.0906,1.8948,346.0,258.0,66.0,15.0
2025-26,109345,Solly March,Midfielder,4.0,,38.0,0.0416,0.016,5.0,2.0,3.0,2.0
2025-26,109646,Tosin Adarabioyo,Defender,16.0,8.0,789.0,0.1073,0.4047,203.0,213.0,22.0,8.0
2025-26,109745,Kepa Arrizabalaga,Goalkeeper,1.0,1.0,90.0,,0.0005,2.0,7.0,8.0,
2025-26,110504,Bertrand Traoré,Forward,12.0,9.0,638.0,0.5595,0.2419,97.0,37.0,18.0,4.0
2025-26,110735,Adam Webster,Defender,,,,,,,,,
2025-26,111234,Jordan Pickford,Goalkeeper,38.0,38.0,3420.0,,0.2423,270.0,965.0,311.0,1.0
2025-26,111317,David Brooks,Midfielder,31.0,13.0,1199.0,5.834,3.3007,269.0,129.0,56.0,13.0
2025-26,111478,Joël Veltman,Defender,24.0,9.0,1050.0,1.1112,0.2206,191.0,193.0,40.0,17.0
2025-26,111773,Emil Krafth,Defender,1.0,1.0,45.0,,0.0043,7.0,11.0,,
2025-26,113564,Sam Byram,Defender,2.0,,8.0,,0.0002,2.0,4.0,1.0,1.0
2025-26,114243,Jacob Murphy,Midfielder,33.0,19.0,1618.0,3.1463,2.7405,295.0,143.0,47.0,12.0
2025-26,114283,Jack Grealish,Midfielder,20.0,18.0,1631.0,2.1457,3.5689,357.0,138.0,87.0,15.0
2025-26,115556,Ben Davies,Defender,3.0,2.0,138.0,0.4917,0.087,28.0,29.0,5.0,4.0
2025-26,116216,Leandro Trossard,Forward,31.0,21.0,2006.0,5.475,3.5624,454.0,189.0,80.0,17.0
2025-26,116535,Alisson Becker,Goalkeeper,26.0,26.0,2340.0,,0.0371,59.0,404.0,229.0,
2025-26,118748,Mohamed Salah,Forward,27.0,23.0,2148.0,8.1597,5.3087,513.0,171.0,81.0,12.0
2025-26,119471,Fabian Schär,Defender,16.0,11.0,1091.0,0.9829,0.6134,241.0,327.0,43.0,10.0
2025-26,121709,Walter Benítez,Goalkeeper,1.0,1.0,90.0,,0.0012,4.0,20.0,9.0,
2025-26,122074,Marcus Bettinelli,Goalkeeper,,,,,,,,,
2025-26,122798,Andy Robertson,Defender,24.0,11.0,1172.0,1.1045,1.3883,373.0,285.0,40.0,9.0
2025-26,122806,John McGinn,Midfielder,30.0,28.0,2157.0,2.9607,3.9863,423.0,205.0,89.0,17.0
2025-26,126184,Nathan Aké,Defender,18.0,6.0,688.0,0.7167,0.5338,226.0,171.0,17.0,5.0
2025-26,128295,Christian Nørgaard,Midfielder,7.0,1.0,101.0,0.0823,0.0384,24.0,21.0,4.0,2.0
2025-26,135720,Kevin Danso,Defender,24.0,17.0,1491.0,0.5873,0.2746,239.0,344.0,45.0,12.0
2025-26,138001,Tom King,Goalkeeper,,,,,,,,,
2025-26,141746,Bruno Fernandes,Midfielder,35.0,35.0,3066.0,10.8348,12.3178,1144.0,652.0,167.0,32.0
2025-26,149065,José Sá,Goalkeeper,23.0,23.0,2070.0,,0.0813,113.0,468.0,217.0,
2025-26,149484,Tyrone Mings,Defender,17.0,15.0,1323.0,1.3749,0.4246,286.0,316.0,47.0,2.0
2025-26,152551,Jefferson Lerma,Midfielder,31.0,18.0,1724.0,1.8216,1.4782,323.0,302.0,102.0,16.0
2025-26,153133,Alex Iwobi,Forward,29.0,29.0,2434.0,1.9185,4.6939,684.0,337.0,127.0,19.0
2025-26,153366,Harrison Reed,Midfielder,7.0,1.0,90.0,0.1259,0.4648,21.0,11.0,5.0,
2025-26,153682,Harry Wilson,Forward,36.0,32.0,2691.0,5.8264,4.7764,460.0,187.0,82.0,19.0
2025-26,154296,João Palhinha,Midfielder,33.0,23.0,2197.0,2.6989,0.6624,377.0,314.0,92.0,66.0
2025-26,154561,David Raya,Goalkeeper,37.0,37.0,3330.0,,0.1161,160.0,733.0,305.0,1.0
2025-26,154566,Dominic Solanke,Forward,15.0,11.0,1000.0,2.4299,0.3502,75.0,35.0,34.0,16.0
2025-26,155408,Lewis Cook,Midfielder,18.0,8.0,872.0,0.077,0.5364,257.0,146.0,62.0,16.0
2025-26,155503,Freddie Woodman,Goalkeeper,3.0,2.0,212.0,,0.0034,12.0,54.0,22.0,
2025-26,155511,Adam Armstrong,Forward,14.0,14.0,1146.0,2.7398,0.8631,71.0,30.0,15.0,4.0
2025-26,158499,Ryan Christie,Midfielder,26.0,9.0,986.0,1.9194,0.826,269.0,187.0,62.0,17.0
2025-26,158534,Kyle Walker-Peters,Defender,23.0,15.0,1380.0,1.1305,0.3849,298.0,215.0,59.0,30.0
2025-26,158983,Wataru Endo,Midfielder,8.0,1.0,171.0,0.0386,0.0547,38.0,30.0,3.0,3.0
2025-26,159506,Ola Aina,Defender,18.0,18.0,1590.0,0.4028,0.8249,286.0,281.0,81.0,21.0
2025-26,159533,Adama Traoré,Forward,24.0,1.0,377.0,0.1928,0.5528,64.0,14.0,14.0,2.0
2025-26,165809,Bernardo Silva,Midfielder,38.0,34.0,2886.0,2.5639,4.0797,1140.0,477.0,146.0,28.0
2025-26,166477,Timothy Castagne,Defender,30.0,20.0,1842.0,1.4159,1.4603,309.0,247.0,56.0,24.0
2025-26,166989,Youri Tielemans,Midfielder,25.0,21.0,1862.0,1.1671,3.3267,588.0,350.0,94.0,36.0
2025-26,167074,Kenny Tete,Defender,22.0,21.0,1794.0,0.9581,1.4208,341.0,353.0,82.0,38.0
2025-26,167512,Luke O'Nien,Midfielder,12.0,5.0,564.0,0.1493,0.1397,89.0,107.0,10.0,5.0
2025-26,167887,Josh Laurent,Midfielder,33.0,18.0,1759.0,0.8521,0.4878,247.0,238.0,64.0,25.0
2025-26,168636,Enes Ünal,Forward,23.0,,214.0,1.9965,0.0727,25.0,13.0,7.0,1.0
2025-26,169528,Antonee Robinson,Defender,22.0,17.0,1492.0,1.0668,1.5702,328.0,282.0,98.0,30.0
2025-26,169593,Remi Matthews,Goalkeeper,,,,,,,,,
2025-26,171287,Joe Gomez,Defender,21.0,7.0,599.0,0.2722,0.6567,119.0,117.0,20.0,7.0
2025-26,171314,Rúben Dias,Defender,26.0,24.0,2140.0,0.5644,0.6379,757.0,540.0,73.0,6.0
2025-26,172567,Josh Cullen,Midfielder,18.0,18.0,1519.0,0.9004,1.3525,351.0,245.0,73.0,18.0
2025-26,172649,Dean Henderson,Goalkeeper,37.0,37.0,3330.0,,0.1333,133.0,736.0,299.0,
2025-26,172780,James Maddison,Midfielder,3.0,,34.0,0.2101,0.0592,25.0,13.0,4.0,1.0
2025-26,173879,Tammy Abraham,Forward,12.0,2.0,279.0,2.0433,0.3637,16.0,9.0,6.0,2.0
2025-26,174592,Marcus Edwards,Forward,23.0,11.0,1064.0,1.4907,1.8469,208.0,84.0,50.0,5.0
2025-26,174594,Lukas Nmecha,Forward,31.0,10.0,1073.0,7.2261,1.5645,96.0,38.0,31.0,7.0
2025-26,174874,Joachim Andersen,Defender,33.0,33.0,2877.0,1.483,1.822,641.0,783.0,114.0,27.0
2025-26,177815,Dominic Calvert-Lewin,Forward,35.0,30.0,2726.0,15.8123,1.0895,200.0,129.0,46.0,4.0
2025-26,178186,Jarrod Bowen,Forward,38.0,38.0,3405.0,7.2609,5.2425,455.0,220.0,159.0,29.0
2025-26,178301,Ollie Watkins,Forward,37.0,33.0,2852.0,15.1439,1.3028,247.0,74.0,49.0,14.0
2025-26,179268,Marc Cucurella,Defender,34.0,31.0,2710.0,2.3464,3.2138,657.0,469.0,113.0,40.0
2025-26,179458,Jacob Bruun Larsen,Forward,28.0,10.0,1023.0,1.38,1.1711,180.0,65.0,31.0,4.0
2025-26,180135,Sean Longstaff,Midfielder,23.0,10.0,1006.0,1.2476,1.9116,210.0,116.0,43.0,23.0
2025-26,180736,Trevoh Chalobah,Defender,34.0,31.0,2782.0,1.4319,1.0515,626.0,506.0,119.0,23.0
2025-26,180804,Axel Tuanzebe,Defender,14.0,14.0,1202.0,0.606,0.1401,130.0,197.0,40.0,8.0
2025-26,180974,Joelinton,Midfielder,27.0,23.0,1953.0,2.3945,1.3473,398.0,190.0,120.0,24.0
2025-26,183656,Josh Dasilva,Midfielder,2.0,,2.0,0.0762,0.0015,2.0,2.0,1.0,
2025-26,184029,Martin Ødegaard,Midfielder,24.0,16.0,1370.0,1.2311,3.666,491.0,264.0,70.0,8.0
2025-26,184254,Guglielmo Vicario,Goalkeeper,31.0,31.0,2790.0,,0.0633,97.0,588.0,247.0,1.0
2025-26,184341,Mason Mount,Midfielder,23.0,12.0,1018.0,1.5047,1.6223,247.0,125.0,60.0,13.0
2025-26,184349,Ryan Sessegnon,Midfielder,27.0,20.0,1822.0,1.6074,1.8111,275.0,264.0,74.0,29.0
2025-26,184667,Victor Lindelöf,Defender,17.0,11.0,944.0,0.2792,0.1157,153.0,175.0,19.0,3.0
2025-26,184754,Hwang Hee-Chan,Forward,26.0,18.0,1452.0,2.3877,1.5803,175.0,118.0,57.0,4.0
2025-26,191866,Kristoffer Ajer,Defender,27.0,20.0,1807.0,0.7805,0.7218,156.0,262.0,59.0,22.0
2025-26,192290,Connor Roberts,Midfielder,,,,,,,,,
2025-26,194010,Rico Henry,Defender,25.0,14.0,1328.0,0.1792,0.5462,174.0,180.0,72.0,11.0
2025-26,195384,Mikel Merino,Midfielder,22.0,10.0,1027.0,3.3803,1.4551,172.0,133.0,57.0,13.0
2025-26,195546,Emiliano Buendía,Midfielder,36.0,21.0,1759.0,3.4219,2.2865,329.0,192.0,109.0,27.0
2025-26,198869,Ben White,Defender,12.0,9.0,704.0,0.4567,0.682,175.0,142.0,28.0,9.0
2025-26,199598,Ethan Ampadu,Defender,35.0,35.0,3123.0,2.4957,2.2521,709.0,486.0,182.0,46.0
2025-26,199796,Matty Cash,Defender,35.0,34.0,3020.0,1.1855,2.9481,640.0,515.0,88.0,32.0
2025-26,199798,Ezri Konsa,Defender,34.0,34.0,3036.0,1.2515,0.5782,667.0,581.0,108.0,8.0
2025-26,200089,Joe Willock,Midfielder,24.0,10.0,980.0,1.2628,1.0989,196.0,79.0,52.0,14.0
2025-26,200617,Daniel James,Midfielder,19.0,6.0,553.0,0.9077,0.7253,66.0,57.0,19.0,4.0
2025-26,200641,Reiss Nelson,Forward,10.0,,118.0,0.7111,0.1165,52.0,13.0,16.0,3.0
2025-26,200720,Caoimhín Kelleher,Goalkeeper,37.0,37.0,3330.0,,0.2554,173.0,795.0,300.0,
2025-26,200785,Tyler Adams,Midfielder,25.0,21.0,1778.0,0.6029,0.6123,450.0,278.0,96.0,23.0
2025-26,200834,Nordi Mukiele,Defender,32.0,32.0,2787.0,1.8846,2.4851,443.0,517.0,131.0,46.0
