field_name,source_surface,resource,grain,field_type,semantic_status,relationship_kind,identity_contract,source_identity_required,player_attachment_status,fixture_attachment_status,team_attachment_status,matrix_attachment_status,coverage_player_status,coverage_fixture_status,coverage_club_status,attachment_basis,provenance_requirement,eligibility_player,eligibility_fixture,eligibility_team
elements[].price_change_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].price_change_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].price_change_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].price_change_projections,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].price_change_projections,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].price_change_projections,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].price_change_projections[].likelihood,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].price_change_projections[].likelihood,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].price_change_projections[].likelihood,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].price_change_projections[].offset,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].price_change_projections[].offset,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].price_change_projections[].offset,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].price_change_projections[].projected_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].price_change_projections[].projected_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].price_change_projections[].projected_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].recoveries,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].recoveries,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].recoveries,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].red_cards,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].red_cards,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].red_cards,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].region,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].region,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].region,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].removed,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].removed,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].removed,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].saves,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].saves,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].saves,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].saves_per_90,fpl,bootstrap-static.json,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].saves_per_90,fpl,bootstrap-static.json,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].saves_per_90,fpl,bootstrap-static.json,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].scout_news_link,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].scout_news_link,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].scout_news_link,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].scout_risks,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].scout_risks,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].scout_risks,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].second_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].second_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].second_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].selected_by_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].selected_by_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].selected_by_percent,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].selected_rank,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].selected_rank,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].selected_rank,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].selected_rank_type,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].selected_rank_type,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].selected_rank_type,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].special,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].special,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].special,fpl,bootstrap-static.json,sample_payload,bool,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].squad_number,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].squad_number,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].squad_number,fpl,bootstrap-static.json,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].starts,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].starts,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].starts,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].starts_per_90,fpl,bootstrap-static.json,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,
elements[].starts_per_90,fpl,bootstrap-static.json,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,
elements[].starts_per_90,fpl,bootstrap-static.json,sample_payload,float,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats,fpl,event,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats,fpl,event,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats,fpl,event,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.assists,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.assists,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.assists,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.bonus,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.bonus,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.bonus,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.bps,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.bps,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.bps,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.clean_sheets,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.clean_sheets,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.clean_sheets,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.clearances_blocks_interceptions,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.clearances_blocks_interceptions,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.clearances_blocks_interceptions,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.creativity,fpl,event,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.creativity,fpl,event,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.creativity,fpl,event,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.defensive_contribution,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.defensive_contribution,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.defensive_contribution,fpl,event,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.expected_assists,fpl,event,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
elements[].stats.expected_assists,fpl,event,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,GRAIN_OR_CONTRACT_COMPATIBLE,
elements[].stats.expected_assists,fpl,event,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,,,GRAIN_UNMAPPED
elements[].stats.expected_goal_involvements,fpl,event,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,OBSERVATION,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,GRAIN_UNMAPPED,,
